,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
77,"HIGHEST IN THE ROOM","Travis Scott",1615,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
78,منحوس,Wegz,1583,https://open.spotify.com/track/3BvoCcikN9kzklSGjD2APf
79,"Bestek Now",Shahyn,1565,https://open.spotify.com/track/3e1PxagfpNmZl8HzssQl5F
80,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",1561,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
81,"BALLON DOR","Marwan Moussa",1542,https://open.spotify.com/track/29fYpnoF6jdnmyUmYqljmB
82,"3ayz Fin","Marwan Pablo",1534,https://open.spotify.com/track/0PmwGroz5BHqUSVpQgfZXX
83,Hazina,Sharmoofers,1524,https://open.spotify.com/track/3JLhpzsdRKu2XX40hWkAo0
84,"Amaken El Sahar","Amr Diab",1522,https://open.spotify.com/track/7lYXrmbJhunVGUYDGvZcL5
85,"Mahrgan Ekhwaty","El Sawareekh",1522,https://open.spotify.com/track/44p2pP4M0J6ZlEEyIpQu6R
86,"Goosebumps - Remix","Travis Scott",1497,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
87,"Dah Wa2toh","Mohamed Hamaki",1479,https://open.spotify.com/track/3jkUBbALdkapP4OUWF4pyZ
88,"مهرجان سور الجدعان","حوده بندق",1460,https://open.spotify.com/track/2kDMo3vCdzD5p5Z8F0lNiE
89,"deja vu","Olivia Rodrigo",1445,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
90,"مع السلامة للي عايز يمشي","أوشا الصغير",1435,https://open.spotify.com/track/2scCDNMl7gNAhI7cLz8BRN
91,Ouly,"Ahmed Kamel",1419,https://open.spotify.com/track/57c8QZu8dUXccqksQWp6b8
92,"Kan Lak Ma'aya (Feat. Umm Kulthum)",Cairokee,1413,https://open.spotify.com/track/6EVt050wg9TQv9HpSn0Ke3
93,اللقطة,Wegz,1398,https://open.spotify.com/track/7ogUW23u5nQFB3SaLQuijX
94,Sit,Abyusif,1397,https://open.spotify.com/track/6iBsqxSqoJNvZ8gZciI8gQ
95,Betadeen,Lege-Cy,1397,https://open.spotify.com/track/5SSh0fKEEkyaBGOhQG47AE
96,Ghalba,"Abo El Anwar",1387,https://open.spotify.com/track/2101nlOflwj7dNOpa4PzUO
97,Goal,"Abo El Anwar",1368,https://open.spotify.com/track/5zR3Df2nGXxPNjBQMJmE2k
98,"Someone You Loved","Lewis Capaldi",1344,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
99,Up,"Cardi B",1342,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
100,"Han AlAn","Adham Nabulsi",1327,https://open.spotify.com/track/2MaVjzNUXijqQM9ULZMRzq
101,Hope,XXXTENTACION,1325,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
102,"Mood (feat. iann dior)",24kGoldn,1322,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
103,SAD!,XXXTENTACION,1321,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
104,"Basha E3temed",Abyusif,1318,https://open.spotify.com/track/4QrQgRLngf3cKoEdu3s6RH
105,"ستفلي فلوسي",Shehab,1299,https://open.spotify.com/track/7cIYAXTyHq64VdRo1INRbZ
106,"Hayatak Fi Sora","Mohamed Hamaki",1297,https://open.spotify.com/track/5v5DvfdykdjmzgA3t9pnGg
107,Streets,"Doja Cat",1294,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
108,Folklor,"Marwan Pablo",1293,https://open.spotify.com/track/6e9POsatLdTrXO4j5Y9nxd
109,"كدا كدا",Wegz,1291,https://open.spotify.com/track/6nwosrtgAwdJghlDpqeKtM
110,"صاحبي من غبائه","Mody Amin",1289,https://open.spotify.com/track/3RLpfYSIQlW1YI6bIexpUy
111,"Wa7ed Wa7ed",Abyusif,1279,https://open.spotify.com/track/3LGjJIBJVbPOeuYcYQUJBy
112,"علي راحتي",Wegz,1275,https://open.spotify.com/track/7ovuIttxBRyuJepLizxnbJ
113,"Let Me Down Slowly","Alec Benjamin",1272,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d
114,"you broke me first","Tate McRae",1269,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
115,SugarCrash!,ElyOtto,1266,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
116,"Elnaw Wy","Ahmed Santa",1263,https://open.spotify.com/track/41T7aUVQieLWoWfrcMYJKr
117,"نهاية العالم","Marwan Moussa",1262,https://open.spotify.com/track/1UBV1JRYrzWwzmFsEQq3Ea
118,ألو,Lege-Cy,1256,https://open.spotify.com/track/4YR8GummiH4MSwJ6Nwo9Vv
119,"(تجار حرام (مع ويجز","DJ Totti",1255,https://open.spotify.com/track/0LmhNHemXk95xQGdT9pBPr
120,Moonlight,XXXTENTACION,1254,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL
121,goosebumps,"Travis Scott",1248,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
122,"كان نفسي",Wegz,1248,https://open.spotify.com/track/4AvJP6kNoa6Cua3cqlZmCm
123,"Knock Knock",Shehab,1244,https://open.spotify.com/track/5p909EaDfqXcmfASpAS3p9
124,Falling,"Trevor Daniel",1229,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
125,HOLIDAY,"Lil Nas X",1223,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
126,Law,"Mohammed Saeed",1223,https://open.spotify.com/track/6rB04mNPv6GJno2tabfyka
127,"Bel Bont El3areedh","Hussain Aljassmi",1211,https://open.spotify.com/track/4ZU4yHDLZcMcy8BF6Y89fu
128,"Ya Habibi","Mohamed Ramadan",1211,https://open.spotify.com/track/2sFUt05Px48xF7upMN4dGO
129,"the remedy for a broken heart (why am I so in love)",XXXTENTACION,1197,https://open.spotify.com/track/4UKCKdYiLN6IMA5ZESUTL7
130,"Therefore I Am","Billie Eilish",1191,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
131,"Kaas - Freestyle","Marwan Pablo",1191,https://open.spotify.com/track/2Fbb3zoVgpNIM5WPrl08eY
132,"بلان بي",Lege-Cy,1187,https://open.spotify.com/track/6sUg0oDV2Cgok2M1S7iIsj
133,لغبطيطا,"Omar Kamal",1163,https://open.spotify.com/track/73wCLmIvEKJFU6aVHWsjjG
134,"Hayaty Msh Tamam","Ramy Sabry",1159,https://open.spotify.com/track/5P1lXXSESjRau7dg9l6egg
135,Kekh,Shahyn,1155,https://open.spotify.com/track/4DR2qwQubTm9GpRodqYvis
136,"Roses - Imanbek Remix","SAINt JHN",1149,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
137,"Calling My Phone","Lil Tjay",1145,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
138,"SICKO MODE","Travis Scott",1140,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
139,"Ya Ro7",Batistuta,1137,https://open.spotify.com/track/1ggcIKvPgKU43HGGdMOhuJ
140,"Lucid Dreams","Juice WRLD",1135,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
141,"انتي معلمه","Omar Kamal",1129,https://open.spotify.com/track/4hblFPAEyTcgaMnaBNjx5Q
142,"Hob Ghalat","Mahmoud El Esseily",1126,https://open.spotify.com/track/3ET2kl0MzSO89bFMcno7QD
143,"Sweater Weather","The Neighbourhood",1117,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
144,"اهلاً اصحابي الواطين","Ahmed Moza",1116,https://open.spotify.com/track/5USHTcCSSR0IowR46lIVnL
145,"Asyad El Shoot",Abyusif,1115,https://open.spotify.com/track/7ApfWiGiOw4H47pjwx2e35
146,"The Box","Roddy Ricch",1115,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
147,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,1114,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
148,"هنا القاهرة",RoxyHits,1112,https://open.spotify.com/track/6VbsFyGgGufJoZC8mrmJO1
149,"Talking to the Moon","Bruno Mars",1109,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
150,"Sunnet El Hayah (orange Ramadan 2020)","Hussain Aljassmi",1107,https://open.spotify.com/track/4Yhx7H7UOXbwsyXwm8ASm7
151,"Astronaut in the Ocean","Tasneem Elaidy",1107,https://open.spotify.com/track/27ErCu5vx463lPyabA87oi
152,"Sugar Daddy","Qveen Herby",1093,https://open.spotify.com/track/2ViSWfhT0kvEulXA1HH7Wk
153,Dynamite,BTS,1089,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
154,"Tgely Sob7",Abyusif,1078,https://open.spotify.com/track/25EnykkWUwgKCSRgT0D2hG
155,"Wants and Needs (feat. Lil Baby)",Drake,1077,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
156,"Without Me",Halsey,1071,https://open.spotify.com/track/6FZDfxM3a3UCqtzo5pxSLZ
157,Snowman,Sia,1065,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
158,Ghasheem,3enba,1063,https://open.spotify.com/track/1aCVsj9WeXLlj9psAGvw39
159,Khalsana,"Abo El Anwar",1062,https://open.spotify.com/track/1HUeRCTNBzBDUGZv8NqVkA
160,"Jocelyn Flores",XXXTENTACION,1052,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
161,Goosebumps,HVME,1052,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
162,"Dance Monkey","Tones And I",1037,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
163,"Sham3 3id El Milad",Abyusif,1037,https://open.spotify.com/track/0kcmuRtga0TXoKTOcfLRXr
164,"Ya Abyad Ya Eswed",Cairokee,1025,https://open.spotify.com/track/7MJGLlPFKG1g2p4Sa5gZog
165,"Ebn Elsyouf",Afroto,1019,https://open.spotify.com/track/3VrBggI4xQGP4PLItZwam5
166,"Follow You","Imagine Dragons",1015,https://open.spotify.com/track/7FdUvDkaE24o3FPIWTvzv2
167,"Hold On","Justin Bieber",1007,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
168,Levitating,"Dua Lipa",1001,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
