,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
150,Chachachá,"Jósean Log",5144,https://open.spotify.com/track/6aommJFM8i3iT4inKuDSXh
151,"GIRL LIKE ME","Black Eyed Peas",5130,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
152,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,5122,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
153,"Adan y Eva","Paulo Londra",5121,https://open.spotify.com/track/132ALUzVLmqYB4UsBj5qD6
154,"En Tu Cuerpo - Remix",Lyanno,5081,https://open.spotify.com/track/3dEtfTtCXWW7N8WQ9FD29z
155,"Devuélveme a mi chica","Hombres G",5074,https://open.spotify.com/track/1Wrzhfa5bNlqvsnCztz190
156,"Te Va Bien (with Arcangel & Becky G feat. Darell)",KEVVO,5068,https://open.spotify.com/track/7G1o084VGIPA5TAbUSgADQ
157,"Astronaut In The Ocean","Masked Wolf",5068,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
158,"Cosas Malas","Manuel Turizo",5061,https://open.spotify.com/track/2MaYHbpwybBOm9CrDBfChl
159,"Algo Mágico","Rauw Alejandro",5039,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
160,"Dejaría Todo",CNCO,5034,https://open.spotify.com/track/1ZN2Dat0KrO0xqr9t8QP9r
161,"Someone You Loved","Lewis Capaldi",4987,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
162,"Tú Me Dejaste De Querer","C. Tangana",4951,https://open.spotify.com/track/5ddFjrPG8NgQQ6xlOQIVd2
163,"Como Si Nada","Adso Alejandro",4934,https://open.spotify.com/track/2ECKWYbTPpKvtnKiRiUQqC
164,Antes,"Anuel AA",4923,https://open.spotify.com/track/73O30uMI7n6DuzBmbtO7kC
165,Rojo,"J Balvin",4918,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
166,"Bajo El Agua","Manuel Medrano",4900,https://open.spotify.com/track/5QSYWruQQ7kBCHScI4xJ9g
167,"Corazon de Acero","Yiyo Sarante",4896,https://open.spotify.com/track/2fM9D3e5pyVBzqOBgMC8ap
168,Diosa,"Myke Towers",4887,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
169,"Break My Heart","Dua Lipa",4866,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
170,"Amores Como el Nuestro","Jerry Rivera",4860,https://open.spotify.com/track/3WLXf7K7mIGEBtFq41afce
171,Jangueo,"Alex Rose",4850,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
172,"UN PESO","J Balvin",4845,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa
173,"Me Fije","Alex Rose",4756,https://open.spotify.com/track/6Et5KimMg3IXwD6lJPGmQw
174,"Hasta Que Dios Diga","Anuel AA",4736,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
175,"El Efecto","Rauw Alejandro",4713,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
176,"Yo No Se Manana - Salsa Version","Luis Enrique",4690,https://open.spotify.com/track/5jJTqI5yteOyLWoDTjiHCO
177,"Every Breath You Take","The Police",4690,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
178,Detente,"Mike Bahía",4683,https://open.spotify.com/track/0x1k6gSTSxaLxe0F2IThaX
179,Desconocidos,"Mau y Ricky",4656,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
180,"Las Nenas (feat. La Duraca)","Natti Natasha",4654,https://open.spotify.com/track/2KTCXvWUbqfiinbFe7PJKP
181,China,"Anuel AA",4641,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
182,"Robarte un Beso","Carlos Vives",4639,https://open.spotify.com/track/0JcNysfWVWaMS7R6vzGB2k
183,"Sigues Con El","Dímelo Flow",4616,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
184,Probablemente,"Christian Nodal",4612,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
185,Dueles,"Jesse & Joy",4611,https://open.spotify.com/track/1iRvhKiXRElIH2Uf4gd95P
186,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",4581,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
187,"No Bailes Sola","Danna Paola",4581,https://open.spotify.com/track/411nmd0QMzty1UjCWSo3rc
188,"Caramelo - Remix",Ozuna,4578,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV
189,"El Mismo Aire - con Pablo Alborán",Camilo,4538,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS
190,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",4536,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
191,"Si Se Da - Remix","Myke Towers",4529,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
192,ADMV,Maluma,4526,https://open.spotify.com/track/4j3iq13kHs5PB94jdTp3Y3
193,"Porfa no te vayas",Beret,4496,https://open.spotify.com/track/4J2HLNTxiVxxs6kWgTIN43
194,"Talking to the Moon","Bruno Mars",4474,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
195,"Another One Bites The Dust - Remastered 2011",Queen,4444,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
196,Malbec,Bizarrap,4430,https://open.spotify.com/track/6KEb17S00Inf0v1qYDgUAj
197,KESI,Camilo,4414,https://open.spotify.com/track/42lpuSQmnLUM1ZXJVzIVOi
198,"Ajena (with Myke Towers, Dylan Fuentes)","Dayme y El High",4412,https://open.spotify.com/track/4KXtFUFmPObTROXShFLHZX
199,"Fabricando Fantasías - Salsa Version","Tito Nieves",4401,https://open.spotify.com/track/5bkWgrKyNhMcriQP3CrHEA
200,Believer,"Imagine Dragons",4398,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
