,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
148,"La Incondicional","Luis Miguel",4349,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
149,"Caramelo - Remix",Ozuna,4284,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV
150,Relación,Sech,4269,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
151,"Canción Bonita","Carlos Vives",4217,https://open.spotify.com/track/5iF33sXejXwfTuidVHMll0
152,"Ahora Te Puedes Marchar","Luis Miguel",4184,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
153,"Me Dediqué a Perderte","Alejandro Fernández",4148,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
154,"ALTO RIESGO","Myke Towers",4147,https://open.spotify.com/track/0Yh503ljN7vBHj2hi67TuI
155,"Ragga Tonseh",Navigator,4140,https://open.spotify.com/track/4XoocKOoSlRPCsmKV6Nj39
156,"De Cora <3","Rauw Alejandro",4080,https://open.spotify.com/track/22Sh5dlwbERqJAq1fZk5b2
157,"Every Breath You Take","The Police",4065,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
158,"Pa Mí - Remix",Dalex,4052,https://open.spotify.com/track/7g8YaUQABMal0zWe7a2ijz
159,"Mood (feat. iann dior)",24kGoldn,4032,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
160,KESI,Camilo,4027,https://open.spotify.com/track/42lpuSQmnLUM1ZXJVzIVOi
161,"Yo Perreo Sola","Bad Bunny",4020,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
162,"Another One Bites The Dust - Remastered 2011",Queen,4000,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
163,Bonita,Jeeiph,3949,https://open.spotify.com/track/2Q7KYjCv7XaLc0KRGY9m50
164,"La Difícil","Bad Bunny",3908,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
165,"Botella Tras Botella","Freddy Perez",3884,https://open.spotify.com/track/5RJ3TSgTlK9DDv4Jx344yq
166,"Te Fallé","Christian Nodal",3854,https://open.spotify.com/track/2UDoZZSrs3NxlmvFZbffr4
167,Believer,"Imagine Dragons",3845,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
168,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,3842,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
169,"Elegí (feat. Dímelo Flow)","Rauw Alejandro",3837,https://open.spotify.com/track/50ZC4PM7hywH27RcCfViau
170,"Somebody That I Used To Know",Gotye,3834,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
171,Dynamite,BTS,3833,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
172,"Tal Vez","Paulo Londra",3825,https://open.spotify.com/track/5jW3rF4URMdK7tO2xjS5EI
173,"Shape of You","Ed Sheeran",3823,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
174,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",3823,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
175,"Adore You","Harry Styles",3815,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
176,"Tan Enamorados",CNCO,3812,https://open.spotify.com/track/1yc7ERfIzFxPP1E0OFRvp0
177,"PRIMER MELÓN","Myke Towers",3810,https://open.spotify.com/track/3GivOBvN7vkeNXoCteX4LS
178,"Christian Dior","Jhay Cortez",3803,https://open.spotify.com/track/4jOBQxq4Ffd8DDrsN4wPOR
179,"Vámonos a Marte","Kevin Kaarl",3792,https://open.spotify.com/track/2TzkIzgzIHhewMxyh1u4hh
180,"Amor A Primera Vista","Los Ángeles Azules",3763,https://open.spotify.com/track/5Myb8S90Wg0yLec5kmrIGJ
181,"Una Vez","Bad Bunny",3753,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
182,"El Efecto","Rauw Alejandro",3732,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
183,"Break My Heart","Dua Lipa",3724,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
184,"Nunca Es Suficiente","Los Ángeles Azules",3703,https://open.spotify.com/track/63USmok1OioBzKuWGW9wAg
185,"Viendo el Techo","Jay Wheeler",3688,https://open.spotify.com/track/0iWxrdjwEGOrTC9AszgAJk
186,Antes,"Anuel AA",3682,https://open.spotify.com/track/73O30uMI7n6DuzBmbtO7kC
187,WACHA,KHEA,3630,https://open.spotify.com/track/5RmSunLqeDqNWww8LWhAiK
188,Caraluna,Bacilos,3628,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums
189,Ella,Boza,3628,https://open.spotify.com/track/66S2z95FN3nUAr9S1gUIsp
190,"Bohemian Rhapsody - Remastered 2011",Queen,3622,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
191,"Por Primera Vez",Camilo,3613,https://open.spotify.com/track/0pgj4EzB1XRqgZemoMNG5D
192,Tutu,Camilo,3612,https://open.spotify.com/track/1Ol5LmdNDNpFu1oNwfgkux
193,+Linda,Dalex,3609,https://open.spotify.com/track/5cBrOhKDyiJF9bPGUHKkG0
194,"Agua (with J Balvin)",Tainy,3608,https://open.spotify.com/track/7CtbxAGq2P0jtYh6SH9DMR
195,"Mírame - Remix","Nio Garcia",3603,https://open.spotify.com/track/7meQTf97i7gyAzeHTLIytv
196,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,3593,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
197,"Nathy Peluso: Bzrp Music Sessions, Vol. 36",Bizarrap,3573,https://open.spotify.com/track/78SeXVRJ7KCqVmOwTiFjnI
198,"Talking to the Moon","Bruno Mars",3573,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
199,"GIRL LIKE ME","Black Eyed Peas",3571,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
200,Desconocidos,"Mau y Ricky",3564,https://open.spotify.com/track/56f5qnyAlZdlz8wrUDA50h
