,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
71,Märkylii,STIG,10803,https://open.spotify.com/track/6PtAic2Ngv3htJo0nfsVT7
72,"Hard To Love","Robin Packalen",10768,https://open.spotify.com/track/526ySzvMpN0sOZEjbR6tD6
73,"Esson baariin",Poju,10713,https://open.spotify.com/track/2SNZVqgDiiuOUe2qPOW1m1
74,"Heat Waves","Glass Animals",10626,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
75,"Älä lopu yö","Vesterinen yhtyeineen",10556,https://open.spotify.com/track/1EnBzZnpIqXK1k5TbOBDpe
76,"Mood (feat. iann dior)",24kGoldn,10463,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
77,"Hold On","Justin Bieber",10419,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
78,Silmät,Gettomasa,10147,https://open.spotify.com/track/1rYP6R16sM0uSlxrqzR5pM
79,"Päästä varpaisiin",BEHM,10056,https://open.spotify.com/track/3VsTpdea6RXkvbwLBjiCB9
80,Lupaan,BEHM,10043,https://open.spotify.com/track/2kcW8pChyGW3GYjEoBUyok
81,"Minä (feat. Mariska)",Kymppilinja,9960,https://open.spotify.com/track/3gYHMSi0QXprEALlsYDgF5
82,"Epäröimättä hetkeekään",Elastinen,9949,https://open.spotify.com/track/0DZ5PchaxkGuanwTLZK7ce
83,"Pienen pojan elämää",Klamydia,9925,https://open.spotify.com/track/2aeYWVOL3kCqDHp6vq2Mne
84,Kukkii,edi,9775,https://open.spotify.com/track/19NRc521haMtFS92DS4Z44
85,Streets,"Doja Cat",9539,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
86,Tivolit,BEHM,9455,https://open.spotify.com/track/6Su0vZAluexLSzvXR0V5hV
87,"Jos rakastaa niin rakastaa","Kaija Koo",9422,https://open.spotify.com/track/4nTRu12Ar6eSecMPdUumwO
88,Universum,Nublu,9385,https://open.spotify.com/track/7IoTZnck9r11NCj5M0QG81
89,telepatía,"Kali Uchis",9268,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
90,"Lokin päällä lokki",Apulanta,9024,https://open.spotify.com/track/4Sk3IcLo2nDenuBs8JBWBg
91,"Head & Heart (feat. MNEK)","Joel Corry",9007,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
92,"Bubblegum Bitch",MARINA,8963,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
93,Jääkukkia,"Lauri Tähkä",8949,https://open.spotify.com/track/4xqU0uR2FkuZPxicdOADZC
94,"Someone You Loved","Lewis Capaldi",8925,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
95,"Mun sydän","Kaija Koo",8925,https://open.spotify.com/track/37E6rUPdexxkqw63sqVLKB
96,"Moni meist","Axel Kala",8903,https://open.spotify.com/track/4fz9viFMngihZPJ4YLLLGj
97,"We're Good","Dua Lipa",8838,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
98,"Pyyntö - Vain elämää kausi 11","Jannika B",8791,https://open.spotify.com/track/4krlgdspcXcWzixjacCeC9
99,"Dance Monkey","Tones And I",8789,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
100,"Viimeinen elämä","Maija Vilkkumaa",8766,https://open.spotify.com/track/58jzypdgOigf2kXXDzsen0
101,HOLIDAY,"Lil Nas X",8757,https://open.spotify.com/track/6zFMeegAMYQo0mt8rXtrli
102,Rasputin,Majestic,8582,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
103,"Sweater Weather","The Neighbourhood",8571,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
104,Lumous,"Tuure Kilpeläinen ja Kaihon Karavaani",8553,https://open.spotify.com/track/1W35gR1uXjTrrFn47NwEAP
105,"Paradise (feat. Dermot Kennedy)",MEDUZA,8516,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
106,"Muijii stadis",Gettomasa,8489,https://open.spotify.com/track/2JjDXcC82gp21CV2WxP10k
107,"Japanese Drip",Kube,8489,https://open.spotify.com/track/1z4jCtA9thODROr8aMdcyP
108,"The Nights",Avicii,8443,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
109,"Yhtenä sunnuntaina",Erin,8355,https://open.spotify.com/track/58sSa4CQ4T4GwyV97T2tcR
110,Elokuu,"Le Fvbelos",8321,https://open.spotify.com/track/3M6GvZbcQtOu3xjzOOhbQG
111,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",8300,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
112,"Köyhä laulaa",J&J,8267,https://open.spotify.com/track/6JptyBIuvS0h2Cv2Za1bdb
113,Treenaa,"Antti Tuisku",8236,https://open.spotify.com/track/3IjdLRWPKbg3zFTv3BHaQO
114,"Veli mä vannon",Gettomasa,8218,https://open.spotify.com/track/4wUfIRIMbBOXQCauxcYKaC
115,"Maailman onnellisin maa","Pasi ja Anssi",8126,https://open.spotify.com/track/4dRfu7exVh3sUekkCtZJlS
116,Whoopty,CJ,8111,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
117,"Kesäfiilistelyy (feat. RicoWamos)",Chebaleba,8110,https://open.spotify.com/track/2SPVXK9xjkF3iAmvWySvqL
118,Todennäköisyys,"Keko Salata",8106,https://open.spotify.com/track/0NBkbk8UTXZGTRxU8aIhNI
119,"The Real Slim Shady",Eminem,8072,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
120,"WAP (feat. Megan Thee Stallion)","Cardi B",8021,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
121,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,7981,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
122,"Kolme hyvää vinkkiä","Vesterinen yhtyeineen",7955,https://open.spotify.com/track/2y1u9ww2ddtMHm3SOdVoE2
123,"Kuvittele meidät siellä",Gasellit,7952,https://open.spotify.com/track/1jICObZw4K9PFCbgm4y8aP
124,"Palavaa vettä","Lauri Tähkä",7951,https://open.spotify.com/track/2UahjeHfrDFq39DWPHvvyN
125,"Häissä (feat. Märkä-Simo)",JVG,7944,https://open.spotify.com/track/6aHVPCIzIovTCYyOEvJu7K
126,"Heartbreak Anniversary",Giveon,7935,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
127,"Kings & Queens","Ava Max",7893,https://open.spotify.com/track/7a53HqqArd4b9NF4XAmlbI
128,"Riidellään rakas","Kaija Koo",7874,https://open.spotify.com/track/0l5laQH2P1PYEWXZXMIqxZ
129,"Calling My Phone","Lil Tjay",7863,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
130,Kyllikki,"Leevi and the leavings",7831,https://open.spotify.com/track/49OHfYbYOVvLtRXPpzwBQu
131,DEUTSCHLAND,Rammstein,7819,https://open.spotify.com/track/2bPGTMB5sFfFYQ2YvSmup0
132,"Watermelon Sugar","Harry Styles",7783,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
133,"Goosebumps - Remix","Travis Scott",7783,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
134,Mökkitie,"Arttu Wiskari",7752,https://open.spotify.com/track/6jN8PJP4SYnnz4BT8dn127
135,Lelu,"Nelli Matula",7669,https://open.spotify.com/track/7t7StcMUr1cqBZiRgDWwEs
136,Goosebumps,HVME,7666,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
137,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",7650,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
138,Kopiokissa,william,7612,https://open.spotify.com/track/6B1MP94UcO09H0NulVMQ0a
139,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,7591,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
140,"Wasted Love (feat. Lagique)",Ofenbach,7554,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
141,"Memories (feat. Kid Cudi)","David Guetta",7551,https://open.spotify.com/track/0Xh6R6XLoTDRBYriQRgkHj
142,"Wake Me Up",Avicii,7535,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
143,"Selvä päivä - feat. Lord Est","Petri Nygård",7487,https://open.spotify.com/track/0EoIMzqnKlmiZnpiozOfQZ
144,"you broke me first","Tate McRae",7478,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
145,Matkustaja,Egotrippi,7461,https://open.spotify.com/track/5esJb63Nbi1LeG0v4NyKTt
146,"Nuori Edelmann",costee,7442,https://open.spotify.com/track/6uhwrmB5hBkHKRPZDSLLCL
147,"Talking to the Moon","Bruno Mars",7393,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
148,"Teuvo, maanteiden kuningas","Leevi and the leavings",7392,https://open.spotify.com/track/4wbGQ1FE0WZSmLT3mqgcSj
149,"Gone Are The Days (feat. James Gillespie)",Kygo,7387,https://open.spotify.com/track/4olrSI30e4RN11Cz2SQgEv
150,Ukkometso,"Pate Mustajärvi",7386,https://open.spotify.com/track/1r8mABSC4rx9CMNIC8rCFi
151,"Suomen muotoisen pilven alla","Arttu Wiskari",7317,https://open.spotify.com/track/5QpGnKXlXiW1SNCYifJHXt
152,Nössö,"Petri Nygård",7274,https://open.spotify.com/track/63KF8ookxF0iyl1ljeL3PG
153,"Vikaa ensimmäistä kertaa","Kaija Koo",7274,https://open.spotify.com/track/17OjAoa3kXFO5NyLZblfsW
154,Tarkenee,JVG,7244,https://open.spotify.com/track/4ttjtLeCx3rwltZR3w7gWV
155,"Shy Away","Twenty One Pilots",7235,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
156,"Pelkkää voittoo","Kaija Koo",7221,https://open.spotify.com/track/1kOzoB2881dhCacfhq3n31
157,Cicciolina,"Erika Vikman",7192,https://open.spotify.com/track/1BrCg5ZARTc16Y8jg8yZvg
158,"Mitä vaan","Kaija Koo",7191,https://open.spotify.com/track/0CUKuhwk0CFVekOGvmwZwx
159,"Postilaatikko (feat. Joe L)",WIL,7187,https://open.spotify.com/track/3RZqNz7f3oKuWX46pDunnX
160,"7300 päivää (feat. Erika Vikman & Danny)","DJ Oku Luukkainen",7156,https://open.spotify.com/track/2uDj5Xr9DEsXq7NR3Wtfmw
161,"Elämä on nyt",Titta,7140,https://open.spotify.com/track/14qgbm3jrTC9R5UZ5pRZqz
162,"Räksyttävät koirat","Kaija Koo",7135,https://open.spotify.com/track/1dTlkJDp5xUEGSZgPAPPON
163,"Without Me",Eminem,7128,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
164,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",7119,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
165,"Gangsta's Paradise",Coolio,7105,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
166,"Surullinen Klovni",MKDMSK,7059,https://open.spotify.com/track/4ASbWGCzKRYA07lqDfouYu
167,"Oli aikoi","Mikael Gabriel",7013,https://open.spotify.com/track/33iPN2mRcQUmrTDylFUY3r
168,Tinakenkätyttö,"Kaija Koo",6987,https://open.spotify.com/track/2NVfzcoW1UgEJXg8GyvPfH
169,"Roses - Imanbek Remix","SAINt JHN",6984,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
170,"Vuonna '85","Eppu Normaali",6899,https://open.spotify.com/track/1vTvSRxlE3YBB7fnlwoi1n
171,SugarCrash!,ElyOtto,6889,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
172,"The Tree",Juffi,6881,https://open.spotify.com/track/31AviwkxcWGjNaXWoH8662
173,Shallow,"Lady Gaga",6875,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
174,"Kuningaskobra (Vain elämää kausi 11)",STIG,6811,https://open.spotify.com/track/1iOutqVzIIlXUIVHfcdZdg
175,"Blaablaa (En kuule sanaakaan) [Vain elämää kausi 10]","Lauri Tähkä",6752,https://open.spotify.com/track/7stwYkvAuyfMD8LUK2vBd7
176,"Levoton Tuhkimo",Dingo,6661,https://open.spotify.com/track/30Ycic1p43sN4KlzK9MX4G
177,"Eva (Nukutaan kielletyllä iholla) [SuomiLOVE]","Kaija Koo",6660,https://open.spotify.com/track/2h2kcyrSRVRmHGkkXPRbKF
178,"Karjala Takas","Portion Boys",6648,https://open.spotify.com/track/5kKtS4tchKBOjLHY0GaSvK
179,"Teipillä tai rakkaudella",ABREU,6629,https://open.spotify.com/track/2vdsyiA0RcYs3C9VMnmYac
180,"Kolmatta linjaa takaisin - Beautiful in the Rain",Fredi,6615,https://open.spotify.com/track/6epYXTyssR5T8OK1iXWfCA
181,Imus,Gasellit,6613,https://open.spotify.com/track/0xU0O3fzfb1HCnd6nsVxQL
182,Beibi,"Haloo Helsinki!",6592,https://open.spotify.com/track/4zD8z85QgLsmM7vbnkTMCb
183,"Maradona (kesä ´86)","Teflon Brothers",6541,https://open.spotify.com/track/4OeDZhsYg6pA0QYlzeD9pQ
184,"Slumber Party (feat. Princess Nokia)",Ashnikko,6521,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
185,Väärässä,MEGA-Ertsi,6517,https://open.spotify.com/track/7BSxybgXsesfs1A9bkirLS
186,"Breaking Me",Topic,6513,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
187,Kipee,"Antti Tuisku",6508,https://open.spotify.com/track/5WqcldHALjODfcnDAVpvm3
188,"Edelleen Edellä",MKDMSK,6508,https://open.spotify.com/track/2olczyd36sewslBTQT53ot
189,"Left Outside Alone","Blind Channel",6508,https://open.spotify.com/track/1sGybPOm1Q0Cv5Ak6UN43z
190,"Sun muijas",Skandaali,6508,https://open.spotify.com/track/0AjFI5rjD5XMAJj5wKiUih
191,"Pannaan Suomi Kuntoon","Petri Nygård",6482,https://open.spotify.com/track/3mJAj1Xrywyh8BCzzJb3SO
192,Believer,"Imagine Dragons",6476,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
193,"Smells Like Teen Spirit",Nirvana,6470,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
194,BED,"Joel Corry",6445,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
195,"Martin & Gina","Polo G",6414,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
196,"Take Me To Church",Hozier,6368,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
197,Jättiläinen,Pyhimys,6346,https://open.spotify.com/track/3bEc0e8OHd73jfhSjXMoKb
198,"In the End","Linkin Park",6339,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
199,"Kaikki joiden jäljet säästin","Suvi Teräsniska",6339,https://open.spotify.com/track/4pkQJ4l1ji28Drvfr5ZE67
200,"Rise Up (feat. Vamero)",VINAI,6339,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
