,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
103,"Cerca de tí - Remix","Tiago PZK",38830,https://open.spotify.com/track/51g3eI9dcemoeyk2mSe8wN
104,"Ay, DiOs Mío!","KAROL G",38622,https://open.spotify.com/track/1beTDCe7sT7fzm8WIKXicz
105,"Otra Noche Sin Ti","J Balvin",37690,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
106,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,37434,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
107,"Más De La Una","Piso 21",37271,https://open.spotify.com/track/00szcRmgqJGtqrfIUYkM1h
108,Favorito,Camilo,37259,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
109,"Cómo estás","Ke Personajes",36798,https://open.spotify.com/track/6bLvfGI2XeU5DTl8feuNrk
110,"Fearless (Taylor’s Version)","Taylor Swift",36223,https://open.spotify.com/track/77sMIMlNaSURUAXq5coCxE
111,"Dejaría Todo",CNCO,35673,https://open.spotify.com/track/1ZN2Dat0KrO0xqr9t8QP9r
112,"Por Mil Noches",Airbag,35552,https://open.spotify.com/track/10zSgbysU2KyVTrcRmtu62
113,"AYNEA REMIX",FMK,35230,https://open.spotify.com/track/5dDxdj2MrqrYCGzqXfJycL
114,"We're Good","Dua Lipa",35227,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
115,Arcade,"Duncan Laurence",35176,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
116,"Quiéreme Mientras Se Pueda","Manuel Turizo",35133,https://open.spotify.com/track/1WH3iquIQXnSPwUzlROT8R
117,"Si Me Dices Que Sí",Reik,34652,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo
118,"Mi Cuarto","Jerry Di",34645,https://open.spotify.com/track/6fmQjRuo7XvRFCK2qex5hQ
119,Crimen,"Gustavo Cerati",34540,https://open.spotify.com/track/3oqWr0jDWNXxWufNogGREp
120,"Algo Mágico","Rauw Alejandro",34413,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
121,"Astronaut In The Ocean","Masked Wolf",34252,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
122,"Break My Heart","Dua Lipa",33820,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
123,Millones,Camilo,33601,https://open.spotify.com/track/3YAnNBdk0uHyakXXzMbNJq
124,Flaca,"Andrés Calamaro",33428,https://open.spotify.com/track/1p7m9H4H8s0Y7SgRm7j3ED
125,Streets,"Doja Cat",33282,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
126,Bonita,Jeeiph,33164,https://open.spotify.com/track/2Q7KYjCv7XaLc0KRGY9m50
127,"Adore You","Harry Styles",33134,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
128,Dynamite,BTS,33090,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
129,Golden,"Harry Styles",32731,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
130,"Combi Nueva",Papichamp,32517,https://open.spotify.com/track/25YMD8Bf1CiQvAsYz5Bq0p
131,"Clandestina 420",L-Gante,32442,https://open.spotify.com/track/0XWzDEVuBofFsZMTcVc5Rc
132,"Juntos a la Par",Pappo,32348,https://open.spotify.com/track/1Ig4pCPanhzXl7C86MmBUc
133,"Spaghetti del Rock",Divididos,32342,https://open.spotify.com/track/6rg1MBZqggsQ5olFGTw0rr
134,"Hoy Se Chicha","Jowell & Randy",32288,https://open.spotify.com/track/4SE7wJ6HNrxGf7RpAVyTwm
135,"Quiere Bailoteo",Rhino,32224,https://open.spotify.com/track/0XZfill5W1wJIEsDElZUhg
136,"The Business",Tiësto,32191,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
137,"Lonely (with benny blanco)","Justin Bieber",32102,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
138,"Uno Mas Uno - Original",L-Gante,32098,https://open.spotify.com/track/7ovzcvuVMPeVFdOW9K48rS
139,"El Mismo Aire - con Pablo Alborán",Camilo,32001,https://open.spotify.com/track/5EbtodsuLbxrFDH6j5avVS
140,"Mala Costumbre","Manuel Turizo",31948,https://open.spotify.com/track/09WuqcTbf8iMRn8W4N8xBX
141,"Christian Dior","Jhay Cortez",31546,https://open.spotify.com/track/4jOBQxq4Ffd8DDrsN4wPOR
142,"Someone You Loved","Lewis Capaldi",31505,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
143,positions,"Ariana Grande",31404,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
144,"Pininfarina - Remix",Rei,31083,https://open.spotify.com/track/1mVLbFwad1wce7mAhFw2Ih
145,"Campanas en la Noche","Los Tipitos",30913,https://open.spotify.com/track/0C9V5jMElp7laZZdsCHufD
146,"deja vu","Olivia Rodrigo",30776,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
147,"Pasos Al Costado",Turf,30534,https://open.spotify.com/track/7upAH0ezzsThyvr33YKn4u
148,Tusa,"KAROL G",30508,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
149,"Every Breath You Take","The Police",30480,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
150,"Amor en Coma","Manuel Turizo",30041,https://open.spotify.com/track/0kRU83ecI57Iw1kPTeUwK5
151,"Trátame Suavemente - Remasterizado 2007","Soda Stereo",30030,https://open.spotify.com/track/65DBZofI0b79kfHTcWWDuU
152,"Ayer Me Llamó Mi Ex (feat. Lenny Santos)",KHEA,29938,https://open.spotify.com/track/6C6mUonH6MNdSg5pw7kOc9
153,"Fifteen (Taylor’s Version)","Taylor Swift",29877,https://open.spotify.com/track/2nqio0SfWg6gh2eCtfuMa5
154,Creo,Callejeros,29845,https://open.spotify.com/track/5Bi9Cq5oVFy1OtUgecbegZ
155,"Agua de Jamaica",Maluma,29840,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
156,"L-Gante RKT - Remix","DJ Tao",29836,https://open.spotify.com/track/6K87ggCFX2HjenI7buepQM
157,"Amor (Ft. Mon Laferte) - MTV Unplugged","Los Auténticos Decadentes",29750,https://open.spotify.com/track/1QjfU3jkGInap7Vm9lVJIQ
158,"Un Poco de Amor Francés","Patricio Rey y sus Redonditos de Ricota",29569,https://open.spotify.com/track/1MRhIdcloOD0uiiG3ybXGX
159,"Hola - Remix",Dalex,29356,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
160,"La Jeepeta - Remix","Nio Garcia",29097,https://open.spotify.com/track/6bvfJf4KjonPMuPfGfy3S2
161,"Flor de Involución","j mena",28975,https://open.spotify.com/track/0NH9myXs3C8RzRb2ORbjYM
162,"El Goloso RKT","Mambo DJ",28779,https://open.spotify.com/track/2yRhEaUfmf47BMfmztA2lu
163,"Ella Dijo",Estelares,28377,https://open.spotify.com/track/6cFf4Jfy7ThUwGzbqFcZsx
164,"Dance Monkey","Tones And I",28307,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
165,Caramelo,Ozuna,28094,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
166,"Se Picó",#TocoParaVos,28080,https://open.spotify.com/track/2VnNaJFGInEJ0R5GkSQ7IP
167,"Mil Horas","Los Abuelos De La Nada",27992,https://open.spotify.com/track/6ySWtyMprBb1YX8WAAuFBs
168,Venganza,"No Te Va Gustar",27951,https://open.spotify.com/track/0QBMEboyu2DxFTKGbI5nl7
169,Oncemil,"Abel Pintos",27947,https://open.spotify.com/track/3y5ahYM9zwyOCt3mieZ0PZ
170,"Hey Stephen (Taylor’s Version)","Taylor Swift",27929,https://open.spotify.com/track/550erGcdD9n6PnwxrvYqZT
171,"BUENOS AIRES","Nathy Peluso",27887,https://open.spotify.com/track/2my7K20Fv5OtE27cjG9sfu
172,"The Way I Loved You (Taylor’s Version)","Taylor Swift",27657,https://open.spotify.com/track/22bPsP2jCgbLUvh82U0Z3M
173,"Holy (feat. Chance The Rapper)","Justin Bieber",27646,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
174,"She Don't Give a Fo",Duki,27595,https://open.spotify.com/track/03a359wbiUsjN9h6yzXvmS
175,"Shy Away","Twenty One Pilots",27474,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
176,Inocente,"La Delio Valdez",27460,https://open.spotify.com/track/1DFDbSWdESvzWHHAe6BCQ3
177,"Sweater Weather","The Neighbourhood",27400,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
178,"Perreo Pesau'","Rauw Alejandro",27258,https://open.spotify.com/track/5bQ9rtAfOUbPmuxjPK8zDp
179,"Flasheaste Amor",Agapornis,27251,https://open.spotify.com/track/2ACgvo2Kx4LgWqQ2amvM5C
180,Runaway,AURORA,27243,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
181,"Arde la Ciudad","Mancha De Rolando",27204,https://open.spotify.com/track/3SyKG06yOK3omo29EwZ8dP
182,Anyone,"Justin Bieber",27129,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
183,"White Horse (Taylor’s Version)","Taylor Swift",27052,https://open.spotify.com/track/5YL553x8sHderRBDlm3NM3
184,"Mood (feat. iann dior)",24kGoldn,27028,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
185,Ñeri,Trueno,26897,https://open.spotify.com/track/6Cgj3VVfcYJN9vZbMVcKRd
186,"A Las Nueve","No Te Va Gustar",26794,https://open.spotify.com/track/68cko9zdsKwaxgb98sF36S
187,"Another One Bites The Dust - Remastered 2011",Queen,26772,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
188,"CÓMO SE SIENTE - Remix","Jhay Cortez",26753,https://open.spotify.com/track/2tFwfmceQa1Y6nRPhYbEtC
189,"A Mi Lado",DANI,26742,https://open.spotify.com/track/6cvMmviJTZTBOFh2ohwZg6
190,"Sign of the Times","Harry Styles",26687,https://open.spotify.com/track/5Ohxk2dO5COHF1krpoPigN
191,"Como Estrellas","LA YOUNG",26621,https://open.spotify.com/track/7GcN9q4AAH4uzQKvyuvByT
192,"GIRL LIKE ME","Black Eyed Peas",26512,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
193,Madrugada,"La Beriso",26503,https://open.spotify.com/track/4SGCn3ZVXa7bepHuAdQvC9
194,"Breathe (feat. Colbie Caillat) (Taylor’s Version)","Taylor Swift",26466,https://open.spotify.com/track/7HC7R2D8WjXVcUHJyEGjRs
195,"Las Nenas (feat. La Duraca)","Natti Natasha",26216,https://open.spotify.com/track/2KTCXvWUbqfiinbFe7PJKP
196,"Un Ángel para Tu Soledad","Patricio Rey y sus Redonditos de Ricota",26214,https://open.spotify.com/track/7fbuABzGfagLWkI54bxL6c
197,Adiós,"Gustavo Cerati",26128,https://open.spotify.com/track/1rh4kDY9T4fHVDum8Foi5k
198,"No Bailes Sola","Danna Paola",26118,https://open.spotify.com/track/411nmd0QMzty1UjCWSo3rc
199,Personalmente,"Las Pelotas",26002,https://open.spotify.com/track/7q7XFO9av9VpNJSXKJwJxD
200,"Previa y Cachengue 38 - Remix","Fer Palacio",25979,https://open.spotify.com/track/1ba1ZedHHXyiQdFQM2Baak
