,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
61,Loading,"Central Cee",101094,https://open.spotify.com/track/4vzJrkfHbCGaodPA5RY5BV
62,"Way Too Long","Nathan Dawe",100845,https://open.spotify.com/track/4YMApzzqCO31TPxPvgdHhh
63,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]","Tion Wayne",100673,https://open.spotify.com/track/6uvMKqNlrSvcC4NaKnrwjZ
64,Riptide,"Vance Joy",100371,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
65,"Location (feat. Burna Boy)",Dave,97636,https://open.spotify.com/track/3z4CGd63tpUn9a6oQSG0CI
66,Afterglow,Wilkinson,97219,https://open.spotify.com/track/6LW3Z1GqbL78TIjfDyg4zp
67,"WAP (feat. Megan Thee Stallion)","Cardi B",97107,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
68,"Roses - Imanbek Remix","SAINt JHN",96895,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
69,"What You Know Bout Love","Pop Smoke",94262,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
70,"Best Friend (feat. Doja Cat)",Saweetie,93259,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
71,34+35,"Ariana Grande",91394,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
72,Anyone,"Justin Bieber",90710,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
73,"Dance Monkey","Tones And I",90301,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
74,"Looking For Me","Paul Woolford",90171,https://open.spotify.com/track/2KYnSFIrSbaKUXWetW7Klt
75,positions,"Ariana Grande",90094,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
76,"Wonderwall - Remastered",Oasis,89880,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
77,"The Chain - 2004 Remaster","Fleetwood Mac",89641,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU
78,"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston",89550,https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj
79,"Solid (feat. Drake)","Young Stoner Life",88113,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
80,"Latest Trends (feat. Aitch) - Remix","A1 x J1",87625,https://open.spotify.com/track/7htmRcPbmrY9oenatxz9UL
81,"Goosebumps - Remix","Travis Scott",87351,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
82,"Last Time","Becky Hill",86821,https://open.spotify.com/track/54zJ1SxDe0CQhWRij7E0no
83,Whoopty,CJ,86734,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
84,"Mr. Perfectly Fine (Taylor’s Version) (From The Vault)","Taylor Swift",86285,https://open.spotify.com/track/2CYVETnhM9aytqrazYYwrK
85,"Dancing in the Moonlight",Toploader,85145,https://open.spotify.com/track/3Fzlg5r1IjhLk2qRw667od
86,"Lighter (feat. KSI)","Nathan Dawe",85112,https://open.spotify.com/track/5lWUeSYO61UYgNlFlqcwYl
87,"Go Your Own Way - 2004 Remaster","Fleetwood Mac",84365,https://open.spotify.com/track/07GvNcU1WdyZJq3XxP0kZa
88,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",84278,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
89,"Do I Wanna Know?","Arctic Monkeys",82699,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
90,"Summer Of '69","Bryan Adams",82029,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa
91,"Someone To You",BANNERS,81721,https://open.spotify.com/track/2f0pn9DkEJwAzXApnFh5cr
92,"Rain On Me (with Ariana Grande)","Lady Gaga",81430,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
93,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",80714,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
94,"Prisoner (feat. Dua Lipa)","Miley Cyrus",80643,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
95,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",80256,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
96,"Everywhere - 2017 Remaster","Fleetwood Mac",79980,https://open.spotify.com/track/254bXAqt3zP6P50BdQvEsq
97,Arcade,"Duncan Laurence",79979,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
98,"One Dance",Drake,79828,https://open.spotify.com/track/1zi7xx7UVEFkmKfv06H8x0
99,"Sweater Weather","The Neighbourhood",79544,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6
100,telepatía,"Kali Uchis",79320,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
101,"Bringing It Back","Digga D",79257,https://open.spotify.com/track/3io8SywLvvaJDxTU94phL7
102,"Lucid Dreams","Juice WRLD",78805,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
103,You,Regard,78759,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
104,"Don't You Worry About Me","Bad Boy Chiller Crew",78058,https://open.spotify.com/track/4cJgjjWMjf4nfLRuSr4hVl
105,"6 For 6","Central Cee",77927,https://open.spotify.com/track/1tLV0GD0WXQ1Z8BKOQscti
106,Golden,"Harry Styles",77856,https://open.spotify.com/track/45S5WTQEGOB1VHr1Q4FuPl
107,Shallow,"Lady Gaga",77058,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
108,"Why'd You Only Call Me When You're High?","Arctic Monkeys",76869,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
109,"Afraid (feat. HARLEE)","James Hype",76762,https://open.spotify.com/track/4FUFk1uJuPtUJrDQ8ZSylK
110,"Lasting Lover",Sigala,75417,https://open.spotify.com/track/0DmAvNCAK08oCi7miSZUIY
111,"Slumber Party (feat. Princess Nokia)",Ashnikko,75395,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
112,"Mr. Blue Sky","Electric Light Orchestra",75355,https://open.spotify.com/track/2RlgNHKcydI9sayD2Df2xp
113,Summer,"Calvin Harris",75149,https://open.spotify.com/track/6YUTL4dYpB9xZO5qExPf05
114,"Take on Me",a-ha,74820,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
115,"Waves - Robin Schulz Radio Edit","Mr. Probz",74813,https://open.spotify.com/track/1HFfMOxCAT4GAwaPfCdmUs
116,"I'm Still Standing","Elton John",74447,https://open.spotify.com/track/1jDJFeK9x3OZboIAHsY9k2
117,"West Ten","AJ Tracey",74345,https://open.spotify.com/track/33EGYJLLwz56YIP5Ex9VKs
118,September,"Earth, Wind & Fire",74179,https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw
119,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",74153,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
120,Lonely,"Joel Corry",74003,https://open.spotify.com/track/2ZEq4HT450Ye9IFGPTl9qV
121,Starstruck,"Years & Years",73791,https://open.spotify.com/track/2WJVFqVQ3ivhAoAQWzEzeL
122,"Before You Go","Lewis Capaldi",73137,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
123,"Sex on Fire","Kings of Leon",72947,https://open.spotify.com/track/0ntQJM78wzOLVeCUAW7Y45
124,"Don't Stop Believin'",Journey,72933,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
125,"Your New Boyfriend","Wilbur Soot",72525,https://open.spotify.com/track/4vLBnQtece15fFhqWxZvJP
126,"Wishing Well","Juice WRLD",72453,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
127,"TPL x Fumez The Engineer - Plugged In Freestyle","Fumez The Engineer",72238,https://open.spotify.com/track/2oW5T6viRcUuE6Ttk6TJ9B
128,"Holy (feat. Chance The Rapper)","Justin Bieber",72060,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
129,"Don't Look Back in Anger - Remastered",Oasis,71824,https://open.spotify.com/track/0UvCh63URrLFcPkKt99hHd
130,"Wake Me Up",Avicii,71801,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
131,Shotgun,"George Ezra",71508,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
132,"Under Pressure - Remastered 2011",Queen,71266,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
133,"Sunshine (The Light)","Fat Joe",70876,https://open.spotify.com/track/6nL0wIy3rcQPqHNAtm61Gh
134,Promiscuous,"Nelly Furtado",70669,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN
135,Medicine,"James Arthur",70654,https://open.spotify.com/track/78lAToqaV3enWqR7roYVP2
136,Naive,"The Kooks",70517,https://open.spotify.com/track/7BHPGtpuuWWsvE7cCaMuEU
137,"Savage Love (Laxed - Siren Beat)","Jawsh 685",70320,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
138,"Wants and Needs (feat. Lil Baby)",Drake,70101,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
139,"you broke me first","Tate McRae",70087,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
140,"Ladbroke Grove","AJ Tracey",69665,https://open.spotify.com/track/7b4ky1LlQLFhXHmhZkFgqV
141,"Bohemian Rhapsody - Remastered 2011",Queen,69208,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
142,"Hips Don't Lie (feat. Wyclef Jean)",Shakira,69181,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V
143,"Don't Stop Me Now - Remastered 2011",Queen,69173,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
144,Africa,TOTO,69163,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
145,"Laugh Now Cry Later (feat. Lil Durk)",Drake,68798,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
146,Levitating,"Dua Lipa",68347,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
147,"Lemon Pepper Freestyle (feat. Rick Ross)",Drake,68072,https://open.spotify.com/track/4FRW5Nza1Ym91BGV4nFWXI
148,"Everybody Wants To Rule The World","Tears For Fears",67996,https://open.spotify.com/track/4RvWPyQ5RL0ao9LPZeSouE
149,"Billie Jean","Michael Jackson",67759,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5
150,"Mood Swings (feat. Lil Tjay)","Pop Smoke",67666,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
151,"Take Me To Church",Hozier,67207,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
152,"American Boy",Estelle,67188,https://open.spotify.com/track/22UDw8rSfLbUsaAGTXQ4Z8
153,"Ain't It Different (feat. AJ Tracey & Stormzy)","Headie One",67156,https://open.spotify.com/track/03snIuKJr5u7zpyp9zpQMU
154,Yellow,Coldplay,66803,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
155,"Here Comes The Sun - Remastered 2009","The Beatles",66434,https://open.spotify.com/track/6dGnYIeXmHdcikdzNNDMm2
156,Mercury,Dave,66430,https://open.spotify.com/track/1w6Gcw670LjrAnrbAWObqT
157,"Breaking Me",Topic,66410,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
158,"Shut Up and Dance","WALK THE MOON",66269,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
159,Robbery,"Juice WRLD",66196,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
160,Classic,MKTO,65981,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
161,"Track Star",Mooski,65975,https://open.spotify.com/track/5hChuUMe5iHfjkXgzj1D4b
162,"Money Talks (feat. Dave)",Fredo,65728,https://open.spotify.com/track/31gzwBma4iEppvk8um5ZGx
163,"She Moves In Her Own Way","The Kooks",65561,https://open.spotify.com/track/5xoUgPXbMNUmoHU0Enwtwq
164,"See Nobody","Wes Nelson",65438,https://open.spotify.com/track/0osdzA0D159EUmBcrwMcB4
165,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",65302,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
166,"Dinner Guest (feat. MoStack)","AJ Tracey",64987,https://open.spotify.com/track/5y0ekFHNfFbjKhZlguSzdf
167,"Another One Bites The Dust - Remastered 2011",Queen,64953,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
168,"Cloud 9","Beach Bunny",64881,https://open.spotify.com/track/6vFsBXYczYsP0H3lgunZOm
169,"Adore You","Harry Styles",64764,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
170,"Take You Dancing","Jason Derulo",64499,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
171,Believer,"Imagine Dragons",64281,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
172,Pompeii,Bastille,64124,https://open.spotify.com/track/3gbBpTdY8lnQwqxNCcf795
173,"Shape of You","Ed Sheeran",63645,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
174,Dior,"Pop Smoke",63642,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
175,"Tonight (feat. D-Block Europe & OBOY)","Ghost Killer Track",63576,https://open.spotify.com/track/6yxTnrfmP6IPqzmQNkSv3S
176,"One Kiss (with Dua Lipa)","Calvin Harris",63461,https://open.spotify.com/track/7ef4DlsgrMEH11cDZd32M6
177,"Feel So Close - Radio Edit","Calvin Harris",63226,https://open.spotify.com/track/1gihuPhrLraKYrJMAEONyc
178,"Black Hole",Griff,63160,https://open.spotify.com/track/6xw8ld1ztoCKifwTN6uGDq
179,"Blueberry Faygo","Lil Mosey",63142,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
180,"All You Ever Wanted","Rag'n'Bone Man",63025,https://open.spotify.com/track/2kBKorwFFeinUr5KwGeBmk
181,"Flowers (feat. Jaykae and MALIKA)","Nathan Dawe",62961,https://open.spotify.com/track/5aYWnrsYvJk8NT7PmUcxVN
182,"What You Know","Two Door Cinema Club",62954,https://open.spotify.com/track/3UjtIALeg72qmJiKPWBvM3
183,"Three Little Birds","Bob Marley & The Wailers",62950,https://open.spotify.com/track/6A9mKXlFRPMPem6ygQSt7z
184,"Rocket Man (I Think It's Going To Be A Long, Long Time)","Elton John",62644,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY
185,"Party In The U.S.A.","Miley Cyrus",62553,https://open.spotify.com/track/3E7dfMvvCLUddWissuqMwr
186,Falling,"Harry Styles",62550,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
187,"A92 x Fumez The Engineer - Plugged In Freestyle","Fumez The Engineer",62504,https://open.spotify.com/track/0goOUCNL6MYrqSVvGhvsxw
188,Circles,"Post Malone",62363,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
189,"The Real Slim Shady",Eminem,62330,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
190,"You Can Call Me Al","Paul Simon",62284,https://open.spotify.com/track/0qxYx4F3vm1AOnfux6dDxP
191,"Smells Like Teen Spirit",Nirvana,61886,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
192,"All Girls Are The Same","Juice WRLD",61799,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
193,"Ride It",Regard,61748,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
194,"Say You Won't Let Go","James Arthur",61691,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
195,Passionfruit,Drake,61395,https://open.spotify.com/track/5mCPDVBb16L4XQwDdbRUpz
196,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",61277,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
197,"What’s Next",Drake,61208,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
198,"Anywhere Away From Here (Rag’n’Bone Man & P!nk)","Rag'n'Bone Man",61182,https://open.spotify.com/track/3sZWxtVuRc1Iet6ELwRz43
199,"Talking to the Moon","Bruno Mars",61076,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
200,"Cheerleader - Felix Jaehn Remix Radio Edit",OMI,60943,https://open.spotify.com/track/7vFoFDWqTX0mHzLfrF1Cfy
