Position,"Track Name",Artist,Streams,URL
1,"Blijven Slapen",Snelle,279017,https://open.spotify.com/track/7BRKEcW05hOZMJ3bKOOzQl
2,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",270296,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
3,"Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit",Riton,249353,https://open.spotify.com/track/4cG7HUWYHBV6R6tHn1gxrl
4,"MONTERO (Call Me By Your Name)","Lil Nas X",242318,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
5,Goud,"Suzan & Freek",188705,https://open.spotify.com/track/3aViSiRTiK1e5OqJtUk3MS
6,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",178488,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
7,"Astronaut In The Ocean","Masked Wolf",174484,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
8,BED,"Joel Corry",173753,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
9,"Frans Duits",Donnie,163484,https://open.spotify.com/track/6iSm0u8DL5MqeptlsoeS90
10,"Cover Me In Sunshine",P!nk,163400,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
