,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
160,"Kalau Kau Rindu","Luqman Podolski",6347,https://open.spotify.com/track/6t0YPIQHkaii69LEGmgVXi
161,"Jangan Khianati Aku","Azlan & The Typewriter",6341,https://open.spotify.com/track/1Vfhb9LNTcMCnyyOUe3p48
162,Snowman,Sia,6324,https://open.spotify.com/track/7uoFMmxln0GPXQ0AcCBXRq
163,"Kill This Love",BLACKPINK,6313,https://open.spotify.com/track/6hvczQ05jc1yGlp9zhb95V
164,"刻在我心底的名字 (Your Name Engraved Herein) - 電影<刻在你心底的名字>主題曲","Crowd Lu",6295,https://open.spotify.com/track/3OC84eKMxRJ4x0Hcwl9i4i
165,"Beautiful People (feat. Khalid)","Ed Sheeran",6279,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
166,"Something Just Like This","The Chainsmokers",6277,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
167,"The Nights",Avicii,6274,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
168,"Dusk Till Dawn (feat. Sia) - Radio Edit",ZAYN,6250,https://open.spotify.com/track/3e7sxremeOE3wTySiOhGiP
169,"Lose You To Love Me","Selena Gomez",6221,https://open.spotify.com/track/4l0Mvzj72xxOpRrp6h8nHi
170,"Indahnya Beraya Di Desa","Azlina Aziz",6203,https://open.spotify.com/track/1kfMvCj7gGd5zfqx5gtZPo
171,"Makna Cinta","Rizky Febian",6183,https://open.spotify.com/track/7B3zHfPqcLgV3DHcjQP2OM
172,"Bila Takbir Bergema","Rafeah Buang",6169,https://open.spotify.com/track/3iZxKJN2AYtCsEYCaUa86w
173,"Scars To Your Beautiful","Alessia Cara",6144,https://open.spotify.com/track/0prNGof3XqfTvNDxHonvdK
174,"All of Me","John Legend",6140,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
175,"You make Me",DAY6,6116,https://open.spotify.com/track/3Y4SnP9NDIjEj69mMY4NVp
176,"What Am I","Why Don't We",6114,https://open.spotify.com/track/0TMGV2zMZXOILVtQLtkI3G
177,"Savage Love (Laxed - Siren Beat)","Jawsh 685",6104,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
178,SugarCrash!,ElyOtto,6086,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
179,Yellow,Coldplay,6065,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
180,"The Business",Tiësto,6060,https://open.spotify.com/track/6f3Slt0GbA2bPZlz0aIFXN
181,"Warna Warni Aidilfitri","Nyanyian Ramai",6051,https://open.spotify.com/track/4kRD8eEDO8Fb0mCpCErrfu
182,Falling,"Trevor Daniel",6049,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
183,"I'm Yours","Jason Mraz",6046,https://open.spotify.com/track/3S0OXQeoh0w6AY8WQVckRW
184,"Blue & Grey",BTS,6041,https://open.spotify.com/track/0n2moJpAEWHwaPYYjkzMDl
185,"Dendang Perantau","Tan Sri P. Ramlee",6037,https://open.spotify.com/track/7x02IiQ09olGTjxnzRQVDH
186,"That's What I Like","Bruno Mars",6020,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
187,"Cahaya Aidilfitri","Black Dog Bone",6016,https://open.spotify.com/track/77QVIMNs9jeiTsTURUkhGa
188,Happier,"Ed Sheeran",6002,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
189,Aidilfitri,"Sanisah Huri",5986,https://open.spotify.com/track/0vxPY5zo69nPxKmmRRx2fQ
190,Grenade,"Bruno Mars",5963,https://open.spotify.com/track/4lLtanYk6tkMvooU0tWzG8
191,"Aku Bidadari Syurgamu","Dato' Sri Siti Nurhaliza",5949,https://open.spotify.com/track/3QmjcVOuzR1d0FWf7MzciM
192,"Therefore I Am","Billie Eilish",5948,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
193,四季予你,程響,5923,https://open.spotify.com/track/0upiMcFbQHH51etgz4xK0l
194,"Selamat Hari Raya","Fazidah Joned",5921,https://open.spotify.com/track/7vCNi9mpNQCB8BPsja8U76
195,"thank u, next","Ariana Grande",5903,https://open.spotify.com/track/3e9HZxeyfWwjeyPAMmWSSQ
196,白月光与朱砂痣,大籽,5901,https://open.spotify.com/track/74nVCj4vMVemLIs71vXcnP
197,"As If It's Your Last",BLACKPINK,5900,https://open.spotify.com/track/4ZxOuNHhpyOj4gv52MtQpT
198,"Love Yourself","Justin Bieber",5823,https://open.spotify.com/track/50kpGaPAhYJ3sGmk6vplg0
199,"Air Mata Syawal","Dato' Sri Siti Nurhaliza",5821,https://open.spotify.com/track/4v1jAfui9gHygoPSs1B6Lz
200,"Peluang Kedua","Nabila Razali",5813,https://open.spotify.com/track/5BcTDT2NuiOqSKOTiGgBWH
