,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
54,"føler mig selv 100","andreas odbjerg",19134,https://open.spotify.com/track/7iuM7vnvSjX9qqcuFtij1T
55,BED,"Joel Corry",19074,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
56,"Den Dejligste Boy","Benjamin Hav",18510,https://open.spotify.com/track/2cawJP5YFZrCvBQQ2kBZAH
57,"Someone You Loved","Lewis Capaldi",18385,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
58,"Til Banken (Natasja X Tessa X Karen Mukupa)",Natasja,18066,https://open.spotify.com/track/1MgTtTXj186W8H02cdOcb8
59,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,17636,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
60,"As I Am (feat. Khalid)","Justin Bieber",17614,https://open.spotify.com/track/6F2r4HgpJnvKDmkN6JEN6J
61,"Cover Me In Sunshine",P!nk,17607,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
62,Million,ZK,17405,https://open.spotify.com/track/2D3WwsWSJWNMnglP4KnDXf
63,"Mood (feat. iann dior)",24kGoldn,17266,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
64,"Good Without","Mimi Webb",16695,https://open.spotify.com/track/15OCqNPYoLziEAsbVnqRj5
65,Gonzo,Suspekt,16464,https://open.spotify.com/track/0RcrxkcFT5FJpDgaXmzIEF
66,"I Wanna Be Dancing","Drew Sycamore",16284,https://open.spotify.com/track/0UkjMIfspaFG1TE0Op75sy
67,Arcade,"Duncan Laurence",16066,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
68,Kamæleon,"Fyr Og Flamme",15868,https://open.spotify.com/track/51UOsHi1DotcI4708sED8s
69,"Nascar (Jamaika X Branco X Dree Low)",Jamaika,15861,https://open.spotify.com/track/1OamekRfbvahxhtMmojfbK
70,Runaway,AURORA,15789,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
71,"I'm Back",Jada,15719,https://open.spotify.com/track/5pFwOqxg9QHYBombN9kZZu
72,"Lonely (with benny blanco)","Justin Bieber",15451,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
73,2019,"Martin Jensen",15355,https://open.spotify.com/track/0YETkmonJ718JRimG5zJOm
74,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",15198,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
75,"Blæstegnen (feat. Orgi-E)",Tessa,14995,https://open.spotify.com/track/79mXVVl7EeTzWiVLsOQ4YB
76,"All My Love",Rocazino,14665,https://open.spotify.com/track/49clGe0PtbYUx3vB7tyk3A
77,"Giv Lys Igen",Aksglæde,14531,https://open.spotify.com/track/5YomsvraXBiwwDA5tFR085
78,"Lo Lo",Fouli,14310,https://open.spotify.com/track/2oSFHZk3n4gAbPdNbCgZLQ
79,"Martin & Gina","Polo G",14310,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
80,You,Regard,14194,https://open.spotify.com/track/2cc8Sw1OnCuA5bV8nqWqpE
81,"Breaking Me",Topic,14099,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
82,Whoopty,CJ,13932,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
83,"Watermelon Sugar","Harry Styles",13721,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
84,"Roses - Imanbek Remix","SAINt JHN",13700,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
85,"Dance Monkey","Tones And I",13486,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
86,Ben,Tessa,13451,https://open.spotify.com/track/2He7ZIvNyBo188a6hvS0zT
87,HUNDO,Branco,13442,https://open.spotify.com/track/71F1KHTIHyZyz82NZz2OHp
88,"Happy Place (feat. Cathrine Lassen)",Faustix,13439,https://open.spotify.com/track/5wtq4PHendYELOJ5Ww2wM5
89,Menneskeforbruger,"Fyr Og Flamme",13120,https://open.spotify.com/track/6LvfPTBltFJixi40e5uqDR
90,Svag,"Victor Leksell",13101,https://open.spotify.com/track/4SS4YfDAEQG0fZAe1xfgn3
91,"LA DANZA",Branco,13005,https://open.spotify.com/track/5M9phYS7KgM3ZXKTSlgLv0
92,Body,"Russ Millions",12861,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
93,"Jeg Vil La' Lyset Brænde","Ray Dee Ohh",12852,https://open.spotify.com/track/1rRcFwE1ydO2Y5jSmk1UIs
94,"Goosebumps - Remix","Travis Scott",12728,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
95,"Som Du Vil",Artigeardit,12667,https://open.spotify.com/track/7b0mc5QNr1YrLPinSDfFnC
96,"Heat Waves","Glass Animals",12579,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
97,Up,"Cardi B",12557,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
98,Dejlig,Jimilian,12526,https://open.spotify.com/track/7L1iGQd5UL3uXeZsjqj6rm
99,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,12436,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
100,"you broke me first","Tate McRae",12429,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
101,"Good Days",SZA,12380,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
102,Shallow,"Lady Gaga",12082,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
103,"Good To Goodbye (feat. Clara Mae)",Christopher,11843,https://open.spotify.com/track/1QI9Qk1O3UGUAxVop7bEAr
104,Tilbage,KESI,11838,https://open.spotify.com/track/5ktsLwoQZ7JVliJMjEfBZj
105,"Girl Like You",Clara,11658,https://open.spotify.com/track/1gG0pnDAT1QdpRFTQDT4y4
106,"Little Bit of Love","Tom Grennan",11642,https://open.spotify.com/track/3Iba59sFmGhQ4kbCY5L8AX
107,"ALL MY LOVE (feat. ATYPISK)",LOLO,11574,https://open.spotify.com/track/0isi84Hc9HMJnK7j8OKueg
108,"Before You Go","Lewis Capaldi",11543,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
109,"In Your Eyes","The Weeknd",11474,https://open.spotify.com/track/7szuecWAPwGoV1e5vGu8tl
110,"Shotta (feat. Luqa Dhere)",Miklo,11404,https://open.spotify.com/track/4ZB40PWJNcJhcULiFOBrBi
111,Rider,"Trey & Zay",11278,https://open.spotify.com/track/1NoOCa8IRCEG3hCYLuzwMi
112,"Latest Trends","A1 x J1",11238,https://open.spotify.com/track/7pnQ23WgZca9jEfMts9qsR
113,"Savage Love (Laxed - Siren Beat)","Jawsh 685",11205,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
114,"London Town",Branco,11144,https://open.spotify.com/track/5TKuvTO4jj4trnmMnqEpoJ
115,"Be Alright","Dean Lewis",11102,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
116,"Stå Op Gå Ned",Artigeardit,11088,https://open.spotify.com/track/61YDJR6RjXaV8aiMIVlwvF
117,"Jeg Vil La' Lyset Brænde",Bro,11056,https://open.spotify.com/track/58F7tt5AyAd1gHQf0an7SN
118,positions,"Ariana Grande",11051,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
119,"What You Know Bout Love","Pop Smoke",10974,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
120,"Vai Amor",Gilli,10912,https://open.spotify.com/track/7nPTjuVySLIUlgKrzTIFdb
121,Nasty,KAMIL,10888,https://open.spotify.com/track/0Ke3Z8dJJItYYe9NizCZdW
122,"Blitz, Baby",Jung,10859,https://open.spotify.com/track/2dSK7HZu6mxsb0Lx82CxeY
123,"Op A","Ude Af Kontrol",10858,https://open.spotify.com/track/79JoAfAjEcCtFYyeJCGwkK
124,"Stupid Man","Thomas Helmig",10844,https://open.spotify.com/track/5HjIGzesTt8dwTgy8z7KRf
125,"Ride It",Regard,10767,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
126,"What Other People Say","Sam Fischer",10750,https://open.spotify.com/track/2h9TDNEXRhcDIV3fsoEVq9
127,"Don't Start Now","Dua Lipa",10581,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
128,"Kopenhagen (feat. ICEKIID & Noah Carter)",Gilli,10524,https://open.spotify.com/track/3JiVOU9tXbRi7aE8hBaz5v
129,"Share That Love (feat. G-Eazy)","Lukas Graham",10460,https://open.spotify.com/track/44l9nnCVvOQBbWG6tDViKl
130,"Wake Me Up",Avicii,10428,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
131,Afterglow,"Ed Sheeran",10311,https://open.spotify.com/track/0E4Y1XIbs8GrAT1YqVy6dq
132,"Prisoner (feat. Dua Lipa)","Miley Cyrus",10291,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
133,Sydpå,Bro,10237,https://open.spotify.com/track/1lahfyqBPVvBIxf3XgmQmZ
134,Dior,"Pop Smoke",10184,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
135,"Talking to the Moon","Bruno Mars",10145,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
136,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",9975,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
137,Streets,"Doja Cat",9946,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
138,telepatía,"Kali Uchis",9914,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
139,Burnout,Calby,9889,https://open.spotify.com/track/33dNxl8o2VT4q5a1t5mkJJ
140,"Walk Of Shame","Ude Af Kontrol",9720,https://open.spotify.com/track/7yxmD3ZZ1tpMGOMyfFlQ9V
141,"Vågner I Natten","Dodo & the Dodos",9648,https://open.spotify.com/track/16pM9AtT4nRc7f7mjXCIS4
142,"Summer Of '69","Bryan Adams",9617,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa
143,Autobahn,"Ude Af Kontrol",9613,https://open.spotify.com/track/18zGSQ1a8JuloSoTQUQ3cH
144,"Say You Won't Let Go","James Arthur",9610,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
145,"Angel Zoo",Phlake,9600,https://open.spotify.com/track/672amoeenDyj593OhDRgak
146,"The Nights",Avicii,9592,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
147,"Monster (Shawn Mendes & Justin Bieber)","Shawn Mendes",9566,https://open.spotify.com/track/1HbA4N1MiOsPthALesGFR1
148,"Love Not War (The Tampa Beat)","Jason Derulo",9481,https://open.spotify.com/track/4Lt6GXGzYsa1tgkv3nGSTm
149,"Burde Være",Gobs,9474,https://open.spotify.com/track/4RuLhhutLAyiHV7JVoxexp
150,Classic,MKTO,9460,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
151,DANCE,CLMD,9459,https://open.spotify.com/track/6EJSIote7EJm4FnrysmYzt
152,"Hurtige Hænder - Acoustic Version - Moyo Live P3","The Minds Of 99",9456,https://open.spotify.com/track/3D0VPp6nCN9dsyUjFv2BvP
153,"For Evigt",Volbeat,9421,https://open.spotify.com/track/59fQzvSv0wPQorW2Bh0pns
154,Boing!,"Nik & Jay",9415,https://open.spotify.com/track/2geMSoH29SfXAZVgPR8avw
155,"Unstable (feat. The Kid LAROI)","Justin Bieber",9392,https://open.spotify.com/track/137mSruegm1u6x9NvwiagR
156,"Mood Swings (feat. Lil Tjay)","Pop Smoke",9356,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
157,"Best Friend (feat. Doja Cat)",Saweetie,9329,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
158,"I Want It That Way","Backstreet Boys",9311,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
159,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",9299,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
160,"This City","Sam Fischer",9277,https://open.spotify.com/track/3H3r2nKWa3Yk5gt8xgmsEt
161,"Higher Love",Kygo,9255,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
162,Hot!,"Nik & Jay",9228,https://open.spotify.com/track/7xWiCG3N7tFgPTNGVYQoq8
163,Paris,"Lord Siva",9218,https://open.spotify.com/track/1NgeW6kFhdqAvEKgKYhf1s
164,"Hips Don't Lie (feat. Wyclef Jean)",Shakira,9201,https://open.spotify.com/track/3ZFTkvIE7kyPt6Nu3PEa7V
165,"Tarzan Mama Mia - 2012 - Remaster","Kim Larsen",9201,https://open.spotify.com/track/0nIf2Q44SPMxCManlZrjPv
166,"All Around The World (La La La)",R3HAB,9115,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp
167,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",9113,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
168,Ghost,"Justin Bieber",9104,https://open.spotify.com/track/6I3mqTwhRpn34SLVafSH7G
169,"Dancing On My Own","Calum Scott",9065,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
170,Dynamite,"Taio Cruz",9039,https://open.spotify.com/track/2CEgGE6aESpnmtfiZwYlbV
171,Nudes,Jada,9020,https://open.spotify.com/track/1un8VQdm76q7UsLtIGvR2B
172,"Samme Steder","Mads Christian",9005,https://open.spotify.com/track/2iHJsBU3DwopxaZYE3xCTP
173,"Off My Face","Justin Bieber",8994,https://open.spotify.com/track/3T03rPwlL8NVk1yIaxeD8U
174,"Henny & Weed","Shooter Gang",8987,https://open.spotify.com/track/0ZjmA9QOGHpm7Otiut8bez
175,Elskede,Gobs,8906,https://open.spotify.com/track/6GMXd8CoHNEs4gy9yaoSIN
176,"Let Her Go",Passenger,8890,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
177,BLØDER,Baloosh,8878,https://open.spotify.com/track/5BkqKcnnGPApj5jXazqmkU
178,September,"Earth, Wind & Fire",8867,https://open.spotify.com/track/4f2GB5ZC7vOUYPAg69N2Xw
179,"Wasted Love (feat. Lagique)",Ofenbach,8857,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
180,"Time of Our Lives",Pitbull,8847,https://open.spotify.com/track/2bJvI42r8EF3wxjOuDav4r
181,"B.O. Bop (feat. B.O.C)","Benny Jamz",8845,https://open.spotify.com/track/3ZQEA3yfMMVcZYHtjYc1S4
182,"B2B (Carmon X Artigeardit)",Carmon,8842,https://open.spotify.com/track/4L4mcpHlreMItXsZiJOVxC
183,"Øde Ø","Rasmus Seebach",8832,https://open.spotify.com/track/7j4sUNVVbPZ6mV4YwP9Yuu
184,SPORT,TopGunn,8811,https://open.spotify.com/track/5Zzhe6zsBBnqCEXmJtiDXM
185,"WAP (feat. Megan Thee Stallion)","Cardi B",8808,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
186,"Love Someone","Lukas Graham",8803,https://open.spotify.com/track/0OCRwXbQRdOZ1OtB4Imsp1
187,Bruises,"Lewis Capaldi",8796,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG
188,"PUB G (feat. Branco & Larry 44)",LOLO,8747,https://open.spotify.com/track/0alp0O9d7KTtAF1QnBqqiv
189,"Filur (feat. Gilli)","Larry 44",8702,https://open.spotify.com/track/3V24y0ZuI8aEiWftSbGRmT
190,Circles,"Post Malone",8679,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
191,Perfect,"Ed Sheeran",8677,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
192,"Another Love","Tom Odell",8662,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
193,"Moscow Mule","Larry 44",8653,https://open.spotify.com/track/5yTBTVlEbmaJvaCIyqaIaM
194,"Train Wreck","James Arthur",8649,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
195,Papirsklip,"Kim Larsen",8635,https://open.spotify.com/track/0B52e8kJrbBzUfTMP1O4Ss
196,Replay,Iyaz,8613,https://open.spotify.com/track/4E5P1XyAFtrjpiIxkydly4
197,"Billie Jean","Michael Jackson",8606,https://open.spotify.com/track/5ChkMS8OtdzJeqyybCc9R5
198,"Sol Over København (feat. KESI)",Citybois,8496,https://open.spotify.com/track/0NnmpMt8M9mthgrfuerLfD
199,"Come Through (feat. Chris Brown)",H.E.R.,8492,https://open.spotify.com/track/3krZxyBsWEHfEfJegYaWTd
200,"No Wahala",ICEKIID,8486,https://open.spotify.com/track/7rGU2T0LIENtfI1Anx0ywJ
