Position,"Track Name",Artist,Streams,URL
77,"Wants and Needs (feat. Lil Baby)",Drake,3282,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
78,"Sport Bani","Alberto Grasu",3261,https://open.spotify.com/track/0AdUKMLMKKLSDalEAb0uYV
79,"Do I Wanna Know?","Arctic Monkeys",3243,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
80,"Breaking Me",Topic,3235,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
81,"Scara 2, Etajul 7","Carla's Dreams",3184,https://open.spotify.com/track/6H5P8aJuSyOAJlGHQaLntV
82,ZORO,AlbertNbn,3180,https://open.spotify.com/track/1sFZc6xKUge2xe7B6NhFhF
83,"Why'd You Only Call Me When You're High?","Arctic Monkeys",3173,https://open.spotify.com/track/48q0vSHcJdhK3IiXH8C5WJ
84,"The Box","Roddy Ricch",3156,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
85,"OUT WEST (feat. Young Thug)",JACKBOYS,3154,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
86,"Life Is Good (feat. Drake)",Future,3150,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
87,"WAP (feat. Megan Thee Stallion)","Cardi B",3145,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
88,Levitating,"Dua Lipa",3143,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
89,"Prisoner (feat. Dua Lipa)","Miley Cyrus",3131,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
90,"Good Days",SZA,3086,https://open.spotify.com/track/3YJJjQPAbDT7mGpX3WtQ9A
91,"Cum Suna Linistea","Iuliana Beregoi",3057,https://open.spotify.com/track/1yPDlNR808KA5xEOfMLOCV
92,"Double Up",Ian,3019,https://open.spotify.com/track/3O6wEE1kLBhfGIYbx4fZPy
93,Bruneta,"Alex Velea",2998,https://open.spotify.com/track/0ICmdwObj0R2hmV36I5SLV
94,"Miami Bici","Killa Fonic",2976,https://open.spotify.com/track/3x36ydx3x5LtlQLQUESjtl
95,"SICKO MODE","Travis Scott",2959,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
96,Dior,"Marko Glass",2951,https://open.spotify.com/track/2uYtcnrTxmHcH98YLAOOWh
97,"Solid (feat. Drake)","Young Stoner Life",2950,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
98,"Blueberry Faygo","Lil Mosey",2944,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
99,BOP,DaBaby,2940,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN
100,"Godzilla (feat. Juice WRLD)",Eminem,2934,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
101,"The Real Slim Shady",Eminem,2912,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
102,Dynamite,BTS,2907,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
103,"Lasa Inima Sa Zbiere",Smiley,2903,https://open.spotify.com/track/2fa1x0blHkEx8nKpSsqqmP
104,"Pala Mande",Azteca,2894,https://open.spotify.com/track/4li3bu2BbCyLJVrXIJnkgg
105,Mili,Ian,2892,https://open.spotify.com/track/04cqASbER6wLs0me9FszxL
106,Insula,"The Motans",2889,https://open.spotify.com/track/402hHNFKxZ2z1xax1stfOv
107,"Cover Me In Sunshine",P!nk,2879,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
108,"Dau Moda",Jador,2841,https://open.spotify.com/track/0v1Yg2zOk3t0YoW8NWsgWt
109,"Before You Go","Lewis Capaldi",2818,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
110,"Take You Dancing","Jason Derulo",2817,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
111,Sare,Nane,2807,https://open.spotify.com/track/1tgN9RGdlN9SMxgHRF6iwg
