Position,"Track Name",Artist,Streams,URL
1,"MONTERO (Call Me By Your Name)","Lil Nas X",54981,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
2,"Disco Arranhado - Funk Remix",Malu,40622,https://open.spotify.com/track/2Gjt4rUHBUH0rMKpBg0hF4
3,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",37185,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
4,"Liberdade (Quando o Grave Bate Forte)",Alok,29811,https://open.spotify.com/track/2QLbRVzixE282JSQjBz2DG
5,Monarquia,"Diogo Piçarra",27886,https://open.spotify.com/track/38EnNqW16JfwQMmKzxX1yc
6,M4,Teto,27531,https://open.spotify.com/track/07AQkmp456NpEnT8HR7WLy
7,Borboletas,"Gama WNTD",27389,https://open.spotify.com/track/1h1JMmAzXR6lWJ7KnJQkU7
8,"Astronaut In The Ocean","Masked Wolf",27353,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
9,"3,14",Gson,26531,https://open.spotify.com/track/1OjAoIz5Gl36rzm9RKEQeG
10,"Leave The Door Open","Bruno Mars",25491,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
