,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
89,"Wishing Well","Juice WRLD",40338,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
90,"Summer Of '69","Bryan Adams",40213,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa
91,"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston",40180,https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj
92,Perfect,"Ed Sheeran",39895,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
93,"Come & Go (with Marshmello)","Juice WRLD",39849,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
94,"One Too Many","Keith Urban",39780,https://open.spotify.com/track/3X7H1FAiWAW937WvsFeMhe
95,"All of Me","John Legend",39524,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
96,"Shape of You","Ed Sheeran",39496,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
97,"No Role Modelz","J. Cole",39279,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
98,"Run to Paradise",Choirboys,39277,https://open.spotify.com/track/6Amt2E3nanH9lhZnas9oOs
99,"Breaking Me",Topic,38839,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
100,"Therefore I Am","Billie Eilish",38818,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
101,"Wonderwall - Remastered",Oasis,38735,https://open.spotify.com/track/5qqabIl2vWzo9ApSC317sa
102,Promiscuous,"Nelly Furtado",38671,https://open.spotify.com/track/2gam98EZKrF9XuOkU13ApN
103,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",38414,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
104,"bad guy","Billie Eilish",38214,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
105,34+35,"Ariana Grande",38111,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
106,"Don't Stop Believin'",Journey,37741,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
107,"Just the Way You Are","Bruno Mars",37659,https://open.spotify.com/track/7BqBn9nzAq8spo5e7cZ0dJ
108,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",37541,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
109,"The Horses","Daryl Braithwaite",37403,https://open.spotify.com/track/5z6a02FGoVsXTrJ4GiVNxE
110,"Adore You","Harry Styles",37391,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
111,"Solid (feat. Drake)","Young Stoner Life",37263,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
112,Africa,TOTO,37211,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
113,"Hey, Soul Sister",Train,37127,https://open.spotify.com/track/4HlFJV71xXKIGcU3kRyttv
114,"Brown Eyed Girl","Van Morrison",37124,https://open.spotify.com/track/3yrSvpt2l1xhsV9Em88Pul
115,"Take Me To Church",Hozier,36728,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
116,Masterpiece,"The Rubens",36447,https://open.spotify.com/track/30ucZwV9PW1lwhIm3nuFCf
117,"Shut Up and Dance","WALK THE MOON",36289,https://open.spotify.com/track/4kbj5MwxO1bq9wjT5g9HaA
118,"Godzilla (feat. Juice WRLD)",Eminem,36205,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
119,"Sex on Fire","Kings of Leon",36175,https://open.spotify.com/track/0ntQJM78wzOLVeCUAW7Y45
120,"Met Him Last Night (feat. Ariana Grande)","Demi Lovato",36172,https://open.spotify.com/track/4yyX2Iu4xJjW9xMvBZKSBi
121,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",36105,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
122,"Dancing On My Own","Calum Scott",36103,https://open.spotify.com/track/2BOqDYLOJBiMOXShCV1neZ
123,"Take You Dancing","Jason Derulo",35986,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
124,"10,000 Hours (with Justin Bieber)","Dan + Shay",35887,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa
125,"Rocket Man (I Think It's Going To Be A Long, Long Time)","Elton John",35560,https://open.spotify.com/track/3gdewACMIVMEWVbyb8O9sY
126,"Pumped Up Kicks","Foster The People",35555,https://open.spotify.com/track/7w87IxuO7BDcJ3YUqCyMTT
127,"You Shook Me All Night Long",AC/DC,35520,https://open.spotify.com/track/2SiXAy7TuUkycRVbbWDEpo
128,"The Less I Know The Better","Tame Impala",35433,https://open.spotify.com/track/6K4t31amVTZDgR3sKmwUJJ
129,"CHICKEN TENDIES","Clinton Kane",35391,https://open.spotify.com/track/0awuNCj9gwJEM0seER22DW
130,Robbery,"Juice WRLD",35364,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
131,"Latest Trends","A1 x J1",35335,https://open.spotify.com/track/7pnQ23WgZca9jEfMts9qsR
132,Dynamite,BTS,35324,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
133,"Yeah! (feat. Lil Jon & Ludacris)",Usher,35260,https://open.spotify.com/track/5rb9QrpfcKFHM1EUbSIurX
134,"Rain On Me (with Ariana Grande)","Lady Gaga",35187,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
135,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",35164,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
136,goosebumps,"Travis Scott",35151,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
137,"Bohemian Rhapsody - Remastered 2011",Queen,35066,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
138,"Smells Like Teen Spirit",Nirvana,35015,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
139,"Mood Swings (feat. Lil Tjay)","Pop Smoke",34969,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
140,Classic,MKTO,34960,https://open.spotify.com/track/6FE2iI43OZnszFLuLtvvmg
141,"death bed (coffee for your head)",Powfu,34928,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
142,July,"Noah Cyrus",34894,https://open.spotify.com/track/6J2LdBN97cDWn0MLxYh9HB
143,"If the World Was Ending - feat. Julia Michaels","JP Saxe",34883,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
144,"lovely (with Khalid)","Billie Eilish",34827,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
145,"Somebody That I Used To Know",Gotye,34813,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
146,"The Chain - 2004 Remaster","Fleetwood Mac",34782,https://open.spotify.com/track/5e9TFTbltYBg2xThimr0rU
147,2002,Anne-Marie,34702,https://open.spotify.com/track/2BgEsaKNfHUdlh97KmvFyo
148,Señorita,"Shawn Mendes",34629,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
149,"Blueberry Faygo","Lil Mosey",34597,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
150,"Put Your Records On","Ritt Momney",34566,https://open.spotify.com/track/6AGOKlMZWLCaEJGnaROtF9
151,"I Gotta Feeling","Black Eyed Peas",34464,https://open.spotify.com/track/4kLLWz7srcuLKA7Et40PQR
152,"Ride It",Regard,34401,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
153,"I Don't Care (with Justin Bieber)","Ed Sheeran",34236,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
154,willow,"Taylor Swift",34228,https://open.spotify.com/track/3Uo7WG0vmLQ07WB4BDwy7D
155,"Let Her Go",Passenger,34167,https://open.spotify.com/track/2jyjhRf6DVbMPU5zxagN2h
156,Closer,"The Chainsmokers",34125,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
157,"My Happiness",Powderfinger,34113,https://open.spotify.com/track/2pxxVkNhrRST8fpgA12ru8
158,Believer,"Imagine Dragons",34052,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
159,"Pump It Up",Endor,34038,https://open.spotify.com/track/0GiwV6v3AgJfdu59tj719Y
160,"To Her Door","Paul Kelly",33855,https://open.spotify.com/track/4KZayGognbXUFNLYj4pPxH
161,"All Girls Are The Same","Juice WRLD",33737,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
162,"Train Wreck","James Arthur",33646,https://open.spotify.com/track/55Am8neGJkdj2ADaM3aw5H
163,"Counting Stars",OneRepublic,33602,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
164,"What’s Next",Drake,33578,https://open.spotify.com/track/3aQem4jVGdhtg116TmJnHz
165,"Thinking out Loud","Ed Sheeran",33456,https://open.spotify.com/track/1Slwb6dOYkBlWal1PGtnNg
166,"Tiny Dancer","Elton John",33069,https://open.spotify.com/track/2TVxnKdb3tqe1nhQWwwZCO
167,"Hotel California - 2013 Remaster",Eagles,32945,https://open.spotify.com/track/40riOy7x9W7GXjyGp4pjAv
168,"Wants and Needs (feat. Lil Baby)",Drake,32828,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
169,Shotgun,"George Ezra",32816,https://open.spotify.com/track/4ofwffwvvnbSkrMSCKQDaC
170,"Commitment Issues","Central Cee",32609,https://open.spotify.com/track/0UCKUJU94sx8XBQnaNsRkB
171,"Jocelyn Flores",XXXTENTACION,32602,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
172,"Sweet Home Alabama","Lynyrd Skynyrd",32545,https://open.spotify.com/track/7e89621JPkKaeDSTQ3avtg
173,"Laugh Now Cry Later (feat. Lil Durk)",Drake,32438,https://open.spotify.com/track/2SAqBLGA283SUiwJ3xOUVI
174,"Go Crazy","Chris Brown",32391,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
175,"The Real Slim Shady",Eminem,32374,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
176,"Wake Me Up",Avicii,32372,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
177,"Come Through (feat. Chris Brown)",H.E.R.,32312,https://open.spotify.com/track/3krZxyBsWEHfEfJegYaWTd
178,Falling,"Harry Styles",32295,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
179,Yellow,Coldplay,32253,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
180,"Flame Trees - 2011 Remastered","Cold Chisel",32236,https://open.spotify.com/track/5qBmTXgCdtvCqKc9yrLoWg
181,Iris,"The Goo Goo Dolls",32098,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs
182,"Shake It Off","Taylor Swift",32033,https://open.spotify.com/track/0cqRj7pUJDkTCEsJkx8snD
183,"I Fall Apart","Post Malone",32003,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
184,"SICKO MODE","Travis Scott",31786,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
185,"I Want It That Way","Backstreet Boys",31782,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
186,"Lose Yourself - From ""8 Mile"" Soundtrack",Eminem,31773,https://open.spotify.com/track/1v7L65Lzy0j0vdpRjJewt1
187,"Everywhere - 2017 Remaster","Fleetwood Mac",31759,https://open.spotify.com/track/254bXAqt3zP6P50BdQvEsq
188,Confidence,"Ocean Alley",31755,https://open.spotify.com/track/7to68V64Cu6zk0UDo5tyw3
189,"Another One Bites The Dust - Remastered 2011",Queen,31689,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
190,"my ex's best friend (with blackbear)","Machine Gun Kelly",31683,https://open.spotify.com/track/7kDUspsoYfLkWnZR7qwHZl
191,"Henny & Reefer",Chillinit,31410,https://open.spotify.com/track/3Zirj6WGSD0qom7dfswY2K
192,"Dancing in the Moonlight",Toploader,31404,https://open.spotify.com/track/3Fzlg5r1IjhLk2qRw667od
193,"Forever After All","Luke Combs",31353,https://open.spotify.com/track/6IBcOGPsniK3Pso1wHIhew
194,"hot girl bummer",blackbear,31293,https://open.spotify.com/track/2mt1IqcFyY1zmYZT8Q3xw9
195,"I Like Me Better",Lauv,31240,https://open.spotify.com/track/2P91MQbaiQOfbiz9VqhqKQ
196,"Under Pressure - Remastered 2011",Queen,31209,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
197,"The Box","Roddy Ricch",31166,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
198,"Beautiful People (feat. Khalid)","Ed Sheeran",31033,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
199,"Down Under","Men At Work",30971,https://open.spotify.com/track/5pSvjjfsh34sLrkYSNGCl4
200,"Everybody Wants To Rule The World","Tears For Fears",30868,https://open.spotify.com/track/4RvWPyQ5RL0ao9LPZeSouE
