,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
162,"Bohemian Rhapsody - Remastered 2011",Queen,8475,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv
163,"Lighter (feat. KSI)","Nathan Dawe",8465,https://open.spotify.com/track/5lWUeSYO61UYgNlFlqcwYl
164,"Adore You","Harry Styles",8427,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
165,Budapest,"George Ezra",8387,https://open.spotify.com/track/2ixsaeFioXJmMgkkbd4uj1
166,"3 Nights","Dominic Fike",8335,https://open.spotify.com/track/0uI7yAKUf52Cn7y3sYyjiX
167,"More Than A Woman - From ""Saturday Night Fever"" Soundtrack","Bee Gees",8321,https://open.spotify.com/track/2cX2coZS1PYBfPs8wgbdWE
168,"Another One Bites The Dust - Remastered 2011",Queen,8320,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
169,"Marea (We’ve Lost Dancing)","Fred again..",8304,https://open.spotify.com/track/5Z8Dj3LtbyCMiwE86rhg2f
170,"bad guy","Billie Eilish",8299,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
171,Whoopty,CJ,8298,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
172,"Don't Call Me Up",Mabel,8293,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
173,"Nice To Meet Ya (feat. Yxng Bane)","Wes Nelson",8273,https://open.spotify.com/track/1YHjRAptXqPdsdx3g6FNJL
174,"Wild Ones (feat. Sia)","Flo Rida",8269,https://open.spotify.com/track/1NpW5kyvO4XrNJ3rnfcNy3
175,"Love Story (Taylor’s Version)","Taylor Swift",8204,https://open.spotify.com/track/6YvqWjhGD8mB5QXcbcUKtx
176,Falling,"Harry Styles",8195,https://open.spotify.com/track/1ZMiCix7XSAbfAJlEZWMCp
177,"Wants and Needs (feat. Lil Baby)",Drake,8182,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
178,"Lucid Dreams","Juice WRLD",8173,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
179,"Higher Love",Kygo,8164,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
180,Loading,"Central Cee",8156,https://open.spotify.com/track/4vzJrkfHbCGaodPA5RY5BV
181,"Come & Go (with Marshmello)","Juice WRLD",8151,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
182,"Don't Stop Me Now - Remastered 2011",Queen,8130,https://open.spotify.com/track/5T8EDUDqKcs6OSOwEsfqG7
183,"I Don't Care (with Justin Bieber)","Ed Sheeran",8116,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
184,"Wishing Well","Juice WRLD",8092,https://open.spotify.com/track/2U5WueTLIK5WJLD7mvDODv
185,Yellow,Coldplay,8066,https://open.spotify.com/track/3AJwUDP919kvQ9QcozQPxg
186,"American Boy",Estelle,8064,https://open.spotify.com/track/22UDw8rSfLbUsaAGTXQ4Z8
187,"Hypnotize - 2014 Remaster","The Notorious B.I.G.",8015,https://open.spotify.com/track/7KwZNVEaqikRSBSpyhXK2j
188,Starstruck,"Years & Years",8000,https://open.spotify.com/track/2WJVFqVQ3ivhAoAQWzEzeL
189,"Dancing Queen",ABBA,7994,https://open.spotify.com/track/0GjEhVFGZW8afUYGChu3Rr
190,Zombie,"The Cranberries",7980,https://open.spotify.com/track/2IZZqH4K02UIYg5EohpNHF
191,"Piece Of Your Heart",MEDUZA,7968,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs
192,Secrets,Regard,7947,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
193,"Shape of You","Ed Sheeran",7928,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
194,"Say You Won't Let Go","James Arthur",7921,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
195,"Rather Be (feat. Jess Glynne)","Clean Bandit",7919,https://open.spotify.com/track/0TVV2gFROJaB3kIZyCUvIY
196,"Are You With Me - Radio Edit","Lost Frequencies",7880,https://open.spotify.com/track/2glGP8kEfACgJdZ86kWxhN
197,Starships,"Nicki Minaj",7876,https://open.spotify.com/track/1oHNvJVbFkexQc0BpQp7Y4
198,Maneater,"Nelly Furtado",7861,https://open.spotify.com/track/4wH4dJgrsxONID6KS2tDQM
199,"I Want It That Way","Backstreet Boys",7820,https://open.spotify.com/track/47BBI51FKFwOMlIiX6m8ya
200,"Lean On (feat. MØ & DJ Snake)","Major Lazer",7812,https://open.spotify.com/track/1qE47wUKG2juJwPoLqg4C9
