,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
142,positions,"Ariana Grande",4433,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
143,Diamonds,YT,4420,https://open.spotify.com/track/7oodKU6PGYhIm5WdAoBUOZ
144,"Don't Start Now","Dua Lipa",4414,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
145,"Wants and Needs (feat. Lil Baby)",Drake,4390,https://open.spotify.com/track/65OVbaJR5O1RmwOQx0875b
146,Business,TOQUEL,4337,https://open.spotify.com/track/3gN3eHqeAp9NSQUAT9xtzg
147,Muezzin,"Dof Twogee",4336,https://open.spotify.com/track/0AcBPvuK0vxr3wqcdePpRM
148,Slang,Light,4306,https://open.spotify.com/track/0QoBn12Uo7oDv3zzz4QV1v
149,"Agria Zwa",Trannos,4294,https://open.spotify.com/track/3RsvalaIav8IZlg3fONSiL
150,"Pine Pine",FANN,4288,https://open.spotify.com/track/3vW0vpa7MIxbykp22vMcu2
151,ISLAMABAD,"Dani Gambino",4271,https://open.spotify.com/track/5ahPNTYu8v9MNaB7vjFfyB
152,Bonnie,"Lil Koni",4255,https://open.spotify.com/track/3jWoXmRaySXNcNii1B1N0e
153,"Deja Vu",Hawk,4250,https://open.spotify.com/track/5A1uS1PcKcMsMG36KgAq1d
154,"What You Know Bout Love","Pop Smoke",4238,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
155,Cascadeur,"Mad Clip",4215,https://open.spotify.com/track/3xESR3mhjnxZETiVKbdXhI
156,Santana,"Mike G",4179,https://open.spotify.com/track/4IrhPzoN0JnbojnslcUtTr
157,Diddy,"Mad Clip",4176,https://open.spotify.com/track/0DV9QK5UZlTG8jwSECi3No
158,"Afto Pou Agapas","Giorgos Sabanis",4167,https://open.spotify.com/track/78ekizNNyzK7eM6riPFAq2
159,"Take You Dancing","Jason Derulo",4091,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
160,"Someone You Loved","Lewis Capaldi",4066,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
161,Netflix,TOQUEL,4064,https://open.spotify.com/track/2JwQnJFhBVjX6XR9d0bq7S
162,Pote,Panosdent,4061,https://open.spotify.com/track/6a9YATTEwMgHmSuHtOToCx
163,"Tha 'Mai Edo","Konstantinos Argiros",4021,https://open.spotify.com/track/1zlq27smGznbAk1ClTuhJB
164,"Don't Play","Ivan Greko",4015,https://open.spotify.com/track/1etOk2zpXgiUTTUtzgAABP
165,"Ores Mikres","Giorgos Mazonakis",4011,https://open.spotify.com/track/4URIs3gEDgakPiGq8bhe1G
166,"No Space","Thug Slime",4004,https://open.spotify.com/track/1rxs5NPppqYEQCavlNVqmF
167,Geitonia,MG,4000,https://open.spotify.com/track/4euI2v1IEEIUKdFs5WJmzQ
168,"Do I Wanna Know?","Arctic Monkeys",3989,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
169,"Solid (feat. Drake)","Young Stoner Life",3987,https://open.spotify.com/track/6rTInqW3YECMkQsBEHw4sd
170,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",3968,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
171,IG,Slogan,3967,https://open.spotify.com/track/4ymFaT7dHSJ7i1MwIsoP9o
172,Cubano,SNIK,3960,https://open.spotify.com/track/6Lzhgx9O8YFJvkkoNY9S9r
173,"Hold On","Justin Bieber",3952,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
174,"Prisoner (feat. Dua Lipa)","Miley Cyrus",3934,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
175,"Oh Mama",Light,3924,https://open.spotify.com/track/0pqGqpgTEVR6cQzSCZqwSK
176,Body,"Russ Millions",3920,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
177,"Life Is Good (feat. Drake)",Future,3915,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
178,"1 XRONOS",Trannos,3909,https://open.spotify.com/track/6uuKyeUY5NSCE2jGnu4fHQ
179,Eros,"DJ Stephan",3855,https://open.spotify.com/track/5awWNBw5fzqKUGXV2QKGug
180,"WAP (feat. Megan Thee Stallion)","Cardi B",3853,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
181,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",3845,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
182,"Breaking Me",Topic,3839,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
183,"Slumber Party (feat. Princess Nokia)",Ashnikko,3838,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
184,"Mind Games",MG,3817,https://open.spotify.com/track/49Xnvarf4R6N8l0DomJzMT
185,"Oxi Simera",LEX,3816,https://open.spotify.com/track/0dD17UWACV5aYTyeS6af1k
186,Vaffanculo,"Mike G",3809,https://open.spotify.com/track/15woPwQc7erGppd0NfFxBm
187,Drip,SNIK,3807,https://open.spotify.com/track/5o9X0DpYnZvBJ5IRR7ZwiB
188,Bailando,"Sin Boy",3783,https://open.spotify.com/track/6LISglcOyw29DWapVcWLcN
189,"Ta Leme Meta",TOQUEL,3781,https://open.spotify.com/track/3ucPVIMQmNsnLkuoTmUAvf
190,"Iced Out","Billy Sio",3764,https://open.spotify.com/track/3ZnJ4WSPRbinkHAFbsTiNB
191,"Daddy Issues","The Neighbourhood",3758,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
192,"AP - Music from the film Boogie","Pop Smoke",3720,https://open.spotify.com/track/17vGPZ5EsdvtgAOCD4FLWI
193,GOGO,Saske,3709,https://open.spotify.com/track/7FzClcvQM7oWdmzYZEQTHA
194,"Blueberry Faygo","Lil Mosey",3689,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
195,Googlare,Ypo,3684,https://open.spotify.com/track/5FWjDHtOFlFjXk4wQbkgRg
196,"Pou ‘Nai I Agapi",Melisses,3677,https://open.spotify.com/track/3I0jAa62srnP3D2jhsiq6d
197,"lovely (with Khalid)","Billie Eilish",3674,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
198,"We're Good","Dua Lipa",3667,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
199,"SICKO MODE","Travis Scott",3663,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
200,Drones,"Dof Twogee",3645,https://open.spotify.com/track/0YlRBYjNNBqnY2OAJ3V2WM
