Position,"Track Name",Artist,Streams,URL
1,Fiel,"Los Legendarios",342127,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
2,"L-Gante: Bzrp Music Sessions, Vol.38",Bizarrap,327566,https://open.spotify.com/track/1Crj1zkRMpsEjb9NOR6Zof
3,WACHA,KHEA,311196,https://open.spotify.com/track/5RmSunLqeDqNWww8LWhAiK
4,"Además de Mí - Remix",Rusherking,301158,https://open.spotify.com/track/7I8L3vYCLThw2FDrE6LuzE
5,Am,"Nio Garcia",295602,https://open.spotify.com/track/2dNhNlpZAtV4lwAFW45LIv
6,Bandido,"Myke Towers",245406,https://open.spotify.com/track/1xK1Gg9SxG8fy2Ya373oqb
7,Acaramelao,"Maria Becerra",226172,https://open.spotify.com/track/4fipVdNyG6zx7nxuqHScsy
8,"Ella No Es Tuya - Remix","Rochy RD",214403,https://open.spotify.com/track/5YYW3yRktprLRr47WK219Y
9,911,Sech,197745,https://open.spotify.com/track/2p2Q23iaaPSEa1tI6TsCVX
10,"L-Gante Rkt","Papu DJ",195344,https://open.spotify.com/track/4A9u8OrzFYbxdjiydkNdUi
11,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",188439,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
12,"Pareja Del Año","Sebastian Yatra",188432,https://open.spotify.com/track/2rCbl9naJYhaxjLsfx88uM
13,"LA NOCHE DE ANOCHE","Bad Bunny",175528,https://open.spotify.com/track/2XIc1pqjXV3Cr2BQUGNBck
14,"Hecha Pa' Mi",Boza,168598,https://open.spotify.com/track/3VvA1wSxukMLsvXoXtlwWx
15,"Perrito Malvado","Damas Gratis",162006,https://open.spotify.com/track/1sZ39ZxvFo8FyMz4s7iVlf
16,"Pistola Remix",L-Gante,161319,https://open.spotify.com/track/10cA6m379GINGe7ZF6g3q1
17,"Peaches (feat. Daniel Caesar & Giveon)","Justin Bieber",154055,https://open.spotify.com/track/4iJyoBOLtHqaGxP12qzhQI
18,DÁKITI,"Bad Bunny",148263,https://open.spotify.com/track/4MzXwWMhyBbmu6hOcLVD49
19,"Chico Estrella",Duki,146314,https://open.spotify.com/track/1XadOBWghF0LhMuXI4GJ6M
20,Reloj,"Rauw Alejandro",145969,https://open.spotify.com/track/4loQgPwJHocL3dFwLfjb1J
21,Animal,"Maria Becerra",142308,https://open.spotify.com/track/3OXxCquI8i14EigwILaLx9
22,Malbec,Bizarrap,136398,https://open.spotify.com/track/6KEb17S00Inf0v1qYDgUAj
23,Cascada,Duki,126700,https://open.spotify.com/track/7pKe9aetI14JCwKBZAEe6a
24,"EL MAKINON","KAROL G",124911,https://open.spotify.com/track/2FSGUA0gFgGeQdprjtGM2M
25,Pistola,L-Gante,124501,https://open.spotify.com/track/2OEVXCvrzJfpZaIPwsR99i
26,"Si Me Tomo Una Cerveza",Migrantes,122706,https://open.spotify.com/track/3lCbsHaN1wCxyDzcNN2x4N
27,Explícito,"Myke Towers",121110,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
28,"La Nota","Manuel Turizo",114824,https://open.spotify.com/track/5VzNsUnLmYcRfRfxpQsusa
29,"MONTERO (Call Me By Your Name)","Lil Nas X",114455,https://open.spotify.com/track/67BtfxlNbhBmCDR2L2l8qd
30,BEBÉ,Camilo,114239,https://open.spotify.com/track/3Zf4GutWZ7Hv3wsVQsSQPs
31,telepatía,"Kali Uchis",110785,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
32,Confiesalo,"Maria Becerra",108626,https://open.spotify.com/track/1jtkP2Vj67mcBTXJgIOZsW
33,"Ponte Pa' Mi","Justin Quiles",107879,https://open.spotify.com/track/4C6BlqqMwjFzOXzqpTeoWR
34,"No Te Enamores - Remix",Milly,106238,https://open.spotify.com/track/2mM3gZ0BbPwPPMelbA8vgt
35,BICHOTA,"KAROL G",106215,https://open.spotify.com/track/1WvrDdouh6C51In1SdATbq
36,"Machu Picchu",Camilo,104896,https://open.spotify.com/track/6RV9pRLIQiXm3qTGeyQluf
37,"Tinty Nasty",L-Gante,104691,https://open.spotify.com/track/1e0NatUVfOD9xRgeXSedrl
38,"Te Mentiria","Luck Ra",99331,https://open.spotify.com/track/5MOF8J0yJVHdKE3gRgpM6r
39,Pintao,Duki,99322,https://open.spotify.com/track/0B8yu7yLe1UsXv6gewHRv2
40,Verte,"Nicki Nicole",99065,https://open.spotify.com/track/2mMZAd3ol9wGI2WJl4XJCF
41,PROBLEMA,"Daddy Yankee",98800,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
