,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
71,Kosandra,"Miyagi & Andy Panda",3607,https://open.spotify.com/track/4CeBKWWLXMrQMFsP0Q0K3V
72,"HIGHEST IN THE ROOM","Travis Scott",3591,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
73,"Batuque - Jeremy Sole & Atropolis Remix","Dom La Nena",3565,https://open.spotify.com/track/2D0CiYAe6vVOaPBIVqtdlI
74,Monday,ROCKET,3553,https://open.spotify.com/track/1AuvZZkmzlsArfACRNk97B
75,"Дурак и молния","Korol i Shut",3523,https://open.spotify.com/track/1aAcW69jxv3pp3I84oZGqP
76,Колхозник,Mnogoznaal,3519,https://open.spotify.com/track/19guFw87TvSkoxnC9EBu2Y
77,Родной,LOBODA,3514,https://open.spotify.com/track/0ajFqM68Xa5bA0SsyhGU1M
78,Ратата,Konfuz,3501,https://open.spotify.com/track/14YjOD4J7N1FGZMt5N4eIs
79,Сон,Ramil',3495,https://open.spotify.com/track/1Yl5p4EDkBvLVf8lMcrbW2
80,"Camry 3.5",UncleFlexxx,3494,https://open.spotify.com/track/4qTNag73xHeQLFF5fEJWUQ
81,"Star Shopping","Lil Peep",3483,https://open.spotify.com/track/30bqVoKjX479ab90a8Pafp
82,Голос,"Egor Kreed",3483,https://open.spotify.com/track/1F243xppsThmJaxnBuBfMA
83,Streets,"Doja Cat",3480,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
84,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,3467,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
85,"Call 911",SICKOTOY,3455,https://open.spotify.com/track/1ZnGiF8ExUMyC1oZFY7GYH
86,Танцы,ssshhhiiittt!,3448,https://open.spotify.com/track/5hY09NvKjD3gBQS3qhriXD
87,"Friendly Fire - Prod. Avepack","Boulevard Depo",3435,https://open.spotify.com/track/5rsylaCMgQ5q5IjrZBGm8q
88,Yamakasi,"Miyagi & Andy Panda",3434,https://open.spotify.com/track/2fIBmScNzkGmSJ3y2XsmEI
89,"Не жалея","Miyagi & Andy Panda",3401,https://open.spotify.com/track/6eqth4FmYzrreFVlTlp53I
90,"Ауди [prod. by Sqweezey]",MAYOT,3392,https://open.spotify.com/track/7wgbL9jtSVoN1Gxe2o1MgR
91,"Лавэ (feat. ANIKV & БИЛИК)",SALUKI,3369,https://open.spotify.com/track/5SIWet1hcYBuPd6l36NlZG
92,Цепи,Scriptonite,3368,https://open.spotify.com/track/2z8QxqQ6Kesq4NFfi7A638
93,Whoopty,CJ,3356,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
94,telepatía,"Kali Uchis",3352,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
95,"Another Love","Tom Odell",3332,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
96,"Deep End",Fousheé,3328,https://open.spotify.com/track/6HlE9t71z9DjGi7KqSyEpA
97,"Paradise (feat. Dermot Kennedy)",MEDUZA,3319,https://open.spotify.com/track/6ft4hAq6yde8jPZY2i5zLr
98,Инкассатор,ROCKET,3319,https://open.spotify.com/track/4DcMqvjv5pcYVu9jTBhpDH
99,"G-SHOKK [Prod. by gob wants nothing, audiodealers]","SODA LUV",3318,https://open.spotify.com/track/4psimdmSobgECgzUVgWsia
100,"Проснулся В Темноте",GONE.Fludd,3313,https://open.spotify.com/track/1qtmO3AkZ2OBrPaxnaKnS6
101,Кино,MACAN,3297,https://open.spotify.com/track/7q8jzypmJPGTsph168wWjt
102,"Watermelon Sugar","Harry Styles",3287,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
103,"Это любовь",Scriptonite,3285,https://open.spotify.com/track/1P9oRiZJWnxe2pZmYUZ5eC
104,"Моя голова винтом (My head is spinning like a screw)",kostromin,3260,https://open.spotify.com/track/4KrhaZm4JRkNO4HRdLvJIG
105,"We're Good","Dua Lipa",3260,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
106,"Roses - Imanbek Remix","SAINt JHN",3256,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
107,"Money long",kizaru,3228,https://open.spotify.com/track/5bgOnX2KXKiC006R5hnHAJ
108,"Лилия (prod. by DooMee)",MAYOT,3209,https://open.spotify.com/track/6oVJVkwrqYpbabgi39J49z
109,"I Got Love","MiyaGi & Endspiel",3202,https://open.spotify.com/track/4vPOGPHcjxdHZ1caxiHiQh
110,"After Dark",Mr.Kitty,3187,https://open.spotify.com/track/0zCgWGmDF0aih5qexATyBn
111,Зорi,KALUSH,3169,https://open.spotify.com/track/7mXxcF1nFQvcvANuYwdrv2
112,"Shy Away","Twenty One Pilots",3130,https://open.spotify.com/track/2z0IupRlVRlDN5r2IVqHyN
113,Odium,"LXST CXNTURY",3115,https://open.spotify.com/track/4yyX0nJqMpqaubcGdGsxx9
114,Терминал,LILDRUGHILL,3089,https://open.spotify.com/track/5pDs6L02QkbwRLkDbOAzPt
115,"Leave The Door Open","Bruno Mars",3088,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
116,Brooklyn,"Miyagi & Andy Panda",3045,https://open.spotify.com/track/6WX6YUtobLydEjuvFqVggj
117,"ALL GIRLS ARE THE SAME",RØNIN,3037,https://open.spotify.com/track/4xhWfr0tyA7BGL7eXo8KnV
118,Окей,"Tima Belorusskih",3036,https://open.spotify.com/track/3MPFuEXwjdrR7yKua2wrUL
119,"Розовое Вино 2","Yung Trappa",3031,https://open.spotify.com/track/3HHVtWGKwhMwjUfsQGztzt
120,Ночь,"Andrey Gubin",2969,https://open.spotify.com/track/0M4zuAOfcQzGRjVAvXDsp9
121,"Я так соскучился",Pornofilmy,2948,https://open.spotify.com/track/0pJQI29n8ZfWTTUWn6Ncvb
122,Cadillac,MORGENSHTERN,2936,https://open.spotify.com/track/6qWaZ2KzYhyrv1ILuAcIIv
123,"Много проблем",Канги,2923,https://open.spotify.com/track/3ImvIWUu0LcVc53qu0ga1o
124,Зуб,PLOHOYPAREN,2921,https://open.spotify.com/track/5qtwPGSCojZb78j5A2d4bw
125,"Head & Heart (feat. MNEK)","Joel Corry",2909,https://open.spotify.com/track/6cx06DFPPHchuUAcTxznu9
126,Captain,MiyaGi,2895,https://open.spotify.com/track/5PfJZqMbH0NZjhI2i9fHuW
127,Скандал,"Tina Karol",2883,https://open.spotify.com/track/2N5YbIE4TDdij7rOmpmRol
128,Тлеет,Bula,2872,https://open.spotify.com/track/0F7pTAMyTJFdvveeQ1GfVL
129,Jerk,"Oliver Tree",2867,https://open.spotify.com/track/065bY5WrLvI3NN9VCK0QLe
130,Истеричка,"Artik & Asti",2852,https://open.spotify.com/track/0Nm9hFm8QVt83zi4FJQ0Qu
131,"deja vu","Olivia Rodrigo",2850,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
132,"Jocelyn Flores",XXXTENTACION,2848,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
133,Рэйман,FACE,2837,https://open.spotify.com/track/1VdRB7TUTWuRR7MaaAsiRX
134,goosebumps,"Travis Scott",2833,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
135,"la di die (feat. jxdn)","Nessa Barrett",2826,https://open.spotify.com/track/3RLshk3cDQOqWhSIRCVaXL
136,"The Box","Roddy Ricch",2824,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
137,+44,"lil krystalll",2780,https://open.spotify.com/track/1ngGGsWzGONyiOlxdXRDr7
138,"Don't Start Now","Dua Lipa",2779,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
139,27,FEDUK,2769,https://open.spotify.com/track/1SccjD8RvJ6vegZLFdgy5a
140,"Горький вкус","Султан Лагучев",2756,https://open.spotify.com/track/1M5W7ohpFE7H9CVQVEikj6
141,"OUT WEST (feat. Young Thug)",JACKBOYS,2755,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
142,Dynamite,BTS,2754,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
143,"Там ревели горы","Miyagi & Andy Panda",2746,https://open.spotify.com/track/7qQ6u1BXb0lys5vuVZkj2h
144,"Нон стоп","Poshlaya Molly",2734,https://open.spotify.com/track/7g9d7JZFkLw3ue8FAOismU
145,"SICKO MODE","Travis Scott",2734,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
146,Hope,XXXTENTACION,2723,https://open.spotify.com/track/2ZRo7axmMPeSVUvDbGkJah
147,"drivers license","Olivia Rodrigo",2722,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
148,"Heartbreak Anniversary",Giveon,2696,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
149,М'ята,KAZKA,2695,https://open.spotify.com/track/3jwHg1n88Qo0NOjXBlrPX2
150,Кобра,"The Hardkiss",2690,https://open.spotify.com/track/6KR5zYbIQ7Hh7EV7Vypk27
151,SAD!,XXXTENTACION,2690,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
152,Балкон,ELMAN,2684,https://open.spotify.com/track/7uLVwaapogE64L0uXdAZAy
153,"Block Baby",kizaru,2670,https://open.spotify.com/track/4hWZvXVTUYWO3KXThQBwGt
154,"Вона знає","Sergey Babkin",2623,https://open.spotify.com/track/3oI7ZxNrfL8dvuLZPeKsDf
155,"ОСУЖДАЮ [prod. by Heroinwater]","SODA LUV",2617,https://open.spotify.com/track/5XQyOhhFN6LbRg49MLw3Wv
156,Шенген,"lil krystalll",2617,https://open.spotify.com/track/3NHIHiSYSS8mhXqHXPDBUM
157,"Best Friend (feat. Doja Cat)",Saweetie,2612,https://open.spotify.com/track/20BOju91NaEFK5Py4VJ2pp
158,"Can You Feel My Heart","Bring Me The Horizon",2610,https://open.spotify.com/track/0WSa1sucoNRcEeULlZVQXj
159,Искал-Нашёл,"Jah Khalib",2608,https://open.spotify.com/track/6tzjkjt2IGlu1th8beChNj
160,"Big (feat. Gunna)","Rita Ora",2606,https://open.spotify.com/track/0BjfodYJYki5xbxHJZe0Cf
161,"Поболело и прошло",HENSY,2570,https://open.spotify.com/track/6PBVlqjvNb26dYZOFKTX51
162,Лютики,"просто Лера",2567,https://open.spotify.com/track/5bg0nyN9ZXDXZerjog7qRb
163,"Gimme The Loot","Big Baby Tape",2565,https://open.spotify.com/track/5NlUfFPL2z3RWAXy8NcRs8
164,"Bad Blood (feat. Tory Lanez)",kizaru,2563,https://open.spotify.com/track/0s2bQRKvEkKtN647yTZaoG
165,"Beautiful Mistakes (feat. Megan Thee Stallion)","Maroon 5",2557,https://open.spotify.com/track/6fRxMU4LWwyaSSowV441IU
166,"Daddy Issues","The Neighbourhood",2556,https://open.spotify.com/track/5E30LdtzQTGqRvNd7l6kG5
167,Fendi,Rakhim,2551,https://open.spotify.com/track/6Y6J8CNHtOuklPhVnvmnm1
168,"All the Time","Miyagi & Andy Panda",2546,https://open.spotify.com/track/2YDXf0ar2a5bquUgiVY0QG
169,КаZантип,"SODA LUV",2545,https://open.spotify.com/track/7hIQdyNCrKTQ8LxfbkJqnD
170,"Prisoner (feat. Dua Lipa)","Miley Cyrus",2543,https://open.spotify.com/track/2Oycxb8QbPkpHTo8ZrmG0B
171,Falling,"Trevor Daniel",2541,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
172,"СЛЁЗЫ - OST ""Пацанки""","Anet Sai",2539,https://open.spotify.com/track/4nMwnw4MvVj3MedlufvUgB
173,"Нет Проблем","SLAVA MARLOW",2532,https://open.spotify.com/track/3fxmXoqUvloRxBU3LxG2UU
174,Marlboro,MiyaGi,2532,https://open.spotify.com/track/1V0XzDGcYMtjAysR3uyZbb
175,"My Head & My Heart","Ava Max",2527,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
176,"Smells Like Teen Spirit",Nirvana,2527,https://open.spotify.com/track/1f3yAtsJtY87CTmM8RLnxf
177,"Heat Waves","Glass Animals",2525,https://open.spotify.com/track/02MWAaffLxlfxAUY7c5dvx
178,"ДУРАКАМ ВЕЗЁТ",ФОГЕЛЬ,2524,https://open.spotify.com/track/0dJaravwFK2NGJfu9scOPe
179,Эми,PHARAOH,2523,https://open.spotify.com/track/4bcevhszFAQT7cMhT5kWY7
180,"Я поднимаюсь над землей (feat. Алёна Омаргалиева)","Баста feat. Алёна Омаргалиева",2516,https://open.spotify.com/track/6GtSjcR1mhivW7CeIUgJwR
181,moLOko,LOBODA,2495,https://open.spotify.com/track/2DIw6TTRCGRQb07jpwU5Lo
182,SugarCrash!,ElyOtto,2492,https://open.spotify.com/track/2ePtv8MlBO9nuuXABqAfEX
183,"Говорят чо",LOVV66,2475,https://open.spotify.com/track/0hjhA9lyFJ4wqCmOPRBz1a
184,"Без даты",УННВ,2455,https://open.spotify.com/track/3858LZVkoxKeKelqBGHB6K
185,"Blood // Water",grandson,2453,https://open.spotify.com/track/0AUyNF6iFxMNQsNx2nhtrw
186,CHILL,GONE.Fludd,2450,https://open.spotify.com/track/1P0mPfVu25ty2MBmCZRQfK
187,Nightmare,plenka,2447,https://open.spotify.com/track/14XKt7GAWkoU0kDTSLl3Xs
188,ERRDAY,"Big Baby Tape",2443,https://open.spotify.com/track/57rD7XtoxxJm229FITm556
189,"Не Ангел",LIZER,2426,https://open.spotify.com/track/3CcpSrT63w2ITlAHfNMiYV
190,Привычка,Scriptonite,2423,https://open.spotify.com/track/1KuT6HbB5WKlesMuWWNeCv
191,"Trap Luv","Big Baby Tape",2423,https://open.spotify.com/track/15epnOVXX9PRB7A6z3YtZV
192,Люди,"Дайте танк (!)",2399,https://open.spotify.com/track/3rpi29kD9YUDwXz1yhjS7Q
193,"СПАСАТЕЛЬНЫЙ КРУГ",FACE,2392,https://open.spotify.com/track/08pVm2BCyMSevBLXYLysqi
194,Море,MAYOT,2388,https://open.spotify.com/track/3yqd95PmrKPCm8GatVA34l
195,"El Problema - prod. SLAVA MARLOW",MORGENSHTERN,2387,https://open.spotify.com/track/4EAiPdDayHEaYo3YKgbV7q
196,Лилии,Mot,2386,https://open.spotify.com/track/5YooS9GIteTPkXqntp6cns
197,засыпай,ssshhhiiittt!,2385,https://open.spotify.com/track/5U6sM9kRxOJ2dXPyUT4w7l
198,"Buenos Días",ROCKET,2384,https://open.spotify.com/track/56h6nyrgG2guJPgdTRdju1
199,Cayendo,T-Fest,2376,https://open.spotify.com/track/1eH1gtGjEyettP3AjAom9W
200,"Falling Down - Bonus Track","Lil Peep",2374,https://open.spotify.com/track/4jvjzW7Hm0yK4LvvE0Paz9
