,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
123,GP,Booba,53847,https://open.spotify.com/track/1COYNecOxmnapvty8PVR4s
124,"Millions d'euros",Landy,53817,https://open.spotify.com/track/6pdgDTMMDY8HjfJ1n7T9z5
125,"Coeur abîmé",UZI,53808,https://open.spotify.com/track/21SfDIzLqA9PltXot9U5Wc
126,6.3,Naps,53452,https://open.spotify.com/track/3lTL4LdFKVF51lseI2nk5D
127,"Demain sera meilleur","Djadja & Dinaz",53432,https://open.spotify.com/track/59bwGxBnTACwkxEbKCbwjs
128,"Un homme","Jérémy Frerot",52754,https://open.spotify.com/track/7fu7J4k1mdnmpfVXFuEShk
129,"Drill FR 4",Gazo,52660,https://open.spotify.com/track/3eGnvpFOpf2CEffcKjbC5m
130,"Freeze Raël","Freeze corleone",52446,https://open.spotify.com/track/6DPrYPPGYK218iVIZDix3i
131,"Dance Monkey","Tones And I",52143,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
132,"Cover Me In Sunshine",P!nk,51901,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
133,Certitude,"Djadja & Dinaz",51652,https://open.spotify.com/track/0sWt2jdSv0oClkoxuXWlsj
134,Bailamos,Lucenzo,51562,https://open.spotify.com/track/0mAinALNSl5TurTs9ZPUMp
135,"Heartbreak Anniversary",Giveon,51207,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
136,Zipette,Ninho,50406,https://open.spotify.com/track/1Lulg5ZiMEXy3QNwb1PB8I
137,Phénomène,Kekra,50327,https://open.spotify.com/track/51V8bp8ni9xKKwOmwRfAks
138,"Titans (feat. Sia & Labrinth)","Major Lazer",50243,https://open.spotify.com/track/2nYPVp7BJuoaJ4rQmg5FM5
139,"Cosmos - feat. PLK",Rim'K,50122,https://open.spotify.com/track/5hM1Bta5Ej1rRyOXStRIzH
140,"Courage to Change",Sia,49969,https://open.spotify.com/track/7FPJ3rncDYvcdgW11PhTMw
141,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,49911,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
142,"Hold On","Justin Bieber",49899,https://open.spotify.com/track/1nahzW3kfMuwReTka28tH5
143,"Roses - Imanbek Remix","SAINt JHN",49737,https://open.spotify.com/track/0zLCBJZSiELJf02ucPP9wb
144,"La meilleure",Hatik,49457,https://open.spotify.com/track/2g63GxCZUmhsr4XoKR93F6
145,"WITHOUT YOU","The Kid LAROI",49212,https://open.spotify.com/track/27OeeYzk6klgBh83TSvGMA
146,"Enfants terribles",Landy,48973,https://open.spotify.com/track/3c39RLhnaw269QgsKnhFng
147,"Levitating (feat. DaBaby)","Dua Lipa",48923,https://open.spotify.com/track/5nujrmhLynf4yMoMtj8AQF
148,Ultra,Booba,48444,https://open.spotify.com/track/0jKtpN3rsW1831n2w6OfH9
149,"Plus Jamais (feat. Stormzy)","Aya Nakamura",48381,https://open.spotify.com/track/7iZVBT6LV32t4l00p73VAw
150,"Numéro 9",Kekra,48247,https://open.spotify.com/track/60lP1bVGsS0XytKQU4AnLa
151,Evidemment,"Kendji Girac",48205,https://open.spotify.com/track/5FIm6nxZHSATCCeRSYier0
152,"Au DD",PNL,48154,https://open.spotify.com/track/5lCxlSBFyP5g4EhVypAoOu
153,Loyal,"Djadja & Dinaz",47766,https://open.spotify.com/track/665XULRUnV9lonxbakqwMo
154,Up,"Cardi B",47570,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
155,Mailler,"Djadja & Dinaz",47091,https://open.spotify.com/track/4h68HcP6GqMU2ZTNe2DFZD
156,Ancolie,"Djadja & Dinaz",46904,https://open.spotify.com/track/4QZ8biWCuhYgQTkRgJF9vo
157,BED,"Joel Corry",46892,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
158,"Si tu m'aimes 2",Lynda,46669,https://open.spotify.com/track/1q9m2uGgiuKwy4t5q4v7sK
159,Loup,"Djadja & Dinaz",46643,https://open.spotify.com/track/4iQhDVN9LfrPJXNIvmynsn
160,Blanche,Maes,46563,https://open.spotify.com/track/5GyyPRvEwdI4wJSUbzxHQv
161,"Jeune voyou",Kekra,46103,https://open.spotify.com/track/4YEpm5zIxSYrfGNb06dO7R
162,"Trop beau",Lomepal,45970,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM
163,"Boston George",Lacrim,45124,https://open.spotify.com/track/0LU7THzZmFI0k5Z9Upxbto
164,Napoli,Sasso,45066,https://open.spotify.com/track/0lnA9sMTbLqSPk0ItE0b8u
165,"Dernière fois",Booba,45052,https://open.spotify.com/track/6wO9axcjFhcQqJHuhai40h
166,Slide,Bosh,45040,https://open.spotify.com/track/0jUBH6aktBM2KCNnEZfBWJ
167,"Carré d'as",Jul,45013,https://open.spotify.com/track/63KceD5KbISyfgeV4zedIm
168,"Amour toxic",Dadju,44432,https://open.spotify.com/track/70APCdHsWV5BEsacwjzXmd
169,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",44333,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
170,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,44078,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
171,"Tu connais les bails",Naps,43722,https://open.spotify.com/track/1t7SDHtgFHUrhjHhP3Z7er
172,"BXL ZOO",Damso,43521,https://open.spotify.com/track/7BO3y8lmogACezwHqZ1HTB
173,"Pas bien - Extrait de la BO de « En Passant Pécho »",Kore,43456,https://open.spotify.com/track/3CS468kM81QXLMKybk0NKy
174,Spleen,"Djadja & Dinaz",43369,https://open.spotify.com/track/55ySliodSHOGRG8hSz40a7
175,BELEK,1PLIKÉ140,43138,https://open.spotify.com/track/2FIpOpyU48V6vob7RO8kQU
176,"DEUX TOILES DE MER",Damso,43126,https://open.spotify.com/track/7yN9Qx1HtE4c1fhakBz8Ay
177,Cruel,OBOY,43013,https://open.spotify.com/track/7zF8R12fP9fX4b11arc1FP
178,"Djomb - Bien ou quoi",Bosh,42955,https://open.spotify.com/track/0KBwGCY9RYD9t2zjeW4h48
179,"Θ. Macarena",Damso,42859,https://open.spotify.com/track/2ewjMyCbNv2X1dB2qIDCwD
180,"Zumba Cafew","Soso Maness",42762,https://open.spotify.com/track/0jhM7SIDRnIudInM73qyD0
181,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",42738,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
182,Paré,"Djadja & Dinaz",42716,https://open.spotify.com/track/42wBJTHX9xZvLdVdOImBZH
183,"Moins un",Dinos,42646,https://open.spotify.com/track/7xISE22N518t5HLsibFvEC
184,"JUSQU'ICI TOUT VA BIEN",GIMS,42378,https://open.spotify.com/track/5Re3VKVOVnEhUi2TF56dMz
185,"Loin de tout",Jul,42259,https://open.spotify.com/track/2kSm0gae6PBJxFSMs48w6J
186,"deja vu","Olivia Rodrigo",42207,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
187,Meleğim,Soolking,41900,https://open.spotify.com/track/0BD9boQC7jUTWkAoib4Z0d
188,Chloroquine,Lefa,41737,https://open.spotify.com/track/66ks5ll4gswiaE7lfb2QMz
189,"Someone You Loved","Lewis Capaldi",41452,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
190,"X3 (feat. Gazo)","ASHE 22",41433,https://open.spotify.com/track/3oI0TV5oIDrgKmYnI908uW
191,"you broke me first","Tate McRae",40834,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
192,goosebumps,"Travis Scott",40660,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
193,Distant,Maes,40622,https://open.spotify.com/track/1Sb7QJRawbARgpMqyYNMkT
194,"GO (feat. Franglish & Landy)",Gazo,40564,https://open.spotify.com/track/3pFjLqo6SFBAegYmmNO60n
195,Message,"Klem Schen",40235,https://open.spotify.com/track/17ljHF98J4bOroYIcQzE2l
196,"Love Again","Dua Lipa",39800,https://open.spotify.com/track/4rPkN1FMzQyFNP9cLUGIIB
197,"Ne reviens pas",Gradur,39747,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH
198,Anonymat,"Djadja & Dinaz",39737,https://open.spotify.com/track/4rQo9XZQXP7n9VaXRKQVU7
199,Andale,Benab,39700,https://open.spotify.com/track/1HPSiGYqd6cSsMcXE1ouSy
200,"Elle pleut",Nekfeu,39650,https://open.spotify.com/track/4kqsT3yDyJr1KZ2AkM9qfD
