,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
83,Demone,MamboLosco,72261,https://open.spotify.com/track/6NrOoKDgQb1EcZZuCSBMEw
84,"ALTALENE (feat. Mara Sattei & Coez)","BLOODY VINYL",71923,https://open.spotify.com/track/2zqxUV6h5y6Y9WhyH0FVvX
85,"SOLO NOI","Achille Lauro",71667,https://open.spotify.com/track/4mAg7k10lMXteoAgkUwXj7
86,"Baby (with J Balvin)","Sfera Ebbasta",71488,https://open.spotify.com/track/3eblNP3Zd5b5J3JaOckl8Y
87,"Blinding Lights","The Weeknd",71216,https://open.spotify.com/track/0VjIjW4GlUZAMYd2vXMi3b
88,Ridere,"Pinguini Tattici Nucleari",70585,https://open.spotify.com/track/5LZVK19ieaV8Mk9FsqTL3F
89,Zero,Mahmood,70209,https://open.spotify.com/track/03w45P2Br5z0Y4kyvhTKlh
90,"Il bacio di Klimt","Emanuele Aloia",70048,https://open.spotify.com/track/3E1FgPTXX203rgBTD5nlKF
91,"LUNA (feat. Gaia)",Madame,69913,https://open.spotify.com/track/3mIYZEPtyaHh2bEJbEOVDC
92,"Babyma (feat. MV Killa)","Guè Pequeno",69836,https://open.spotify.com/track/4WQ9yeL5N5UNbCfVfKPUlz
93,"Save Your Tears (with Ariana Grande) (Remix)","The Weeknd",69539,https://open.spotify.com/track/37BZB0z9T8Xu7U3e65qxFy
94,"Chico (feat. Rose Villain & Luchè)","Guè Pequeno",68912,https://open.spotify.com/track/3Xhl7OqWAFgVxQKrWhyVVO
95,"SEVEN 7oo (feat. Rondodasosa, Sacky, Vale Pain, Neima Ezza, Kilimoney, Keta, Nko)",RM4E,68741,https://open.spotify.com/track/2KYLg9El0wzvX4S13CDoZf
96,"M' Manc (con Geolier & Sfera Ebbasta)",Shablo,67534,https://open.spotify.com/track/0MLu1cFYL4ikdRTdasCQT9
97,"Scusa - prod. tha Supreme","Mara Sattei",67505,https://open.spotify.com/track/7uBlznv2TJpvjHCzY7K8wO
98,STUPIDO,"Massimo Pericolo",66848,https://open.spotify.com/track/6HVRRlc2sBlkcKEkhlsp86
99,"Breaking Me",Topic,66792,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
100,"Allenamento #4","Capo Plaza",66105,https://open.spotify.com/track/3TzSpxjKOnmVrtNOhtK8mx
101,"Che me chiamme a fa? (feat. Geolier)","Rocco Hunt",65513,https://open.spotify.com/track/5uXJrO4X6m7Xp0HC3zeklj
102,"MOVIE (feat. Central Cee)",Rondodasosa,65196,https://open.spotify.com/track/5CnjFQT0Yr5WxIwfLpzRhc
103,"Mood (feat. iann dior)",24kGoldn,63963,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
104,"SnoB (feat. Rosa Chemical) - prod. Marz & Zef",Alfa,63819,https://open.spotify.com/track/5WP0vC10LZ8ECTcMVwXOTV
105,"Ti volevo dedicare (feat. J-AX & Boomdabash)","Rocco Hunt",63325,https://open.spotify.com/track/00GxbkrW4m1Tac5xySEJ4M
106,"Marco Da Tropoja (feat. Vettosi)","Guè Pequeno",63225,https://open.spotify.com/track/2XT6slYJ3fqn04ltG5uebe
107,Goosebumps,HVME,62911,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
108,"IL MIO AMICO (feat. Fabri Fibra)",Madame,62390,https://open.spotify.com/track/4mrr7agl0tGMOiuDT1AwMQ
109,"Maledetto tempo",Franco126,62011,https://open.spotify.com/track/6jXkIHfSsFca9PM2Z70i0W
110,Pesche,"Federico Rossi",61866,https://open.spotify.com/track/4ILtwYPIonCeRGCIiXAASp
111,VENT'ANNI,Måneskin,59924,https://open.spotify.com/track/6Vfo6O3hk38vDcSpazNo3p
112,MARILÙ,"Achille Lauro",59870,https://open.spotify.com/track/7JlPKH9G2KLUzJlfFFAxEO
113,telepatía,"Kali Uchis",59416,https://open.spotify.com/track/6tDDoYIxWvMLTdKpjFkc1B
114,Paraocchi,BLANCO,59211,https://open.spotify.com/track/3c1hhyuDTsP3hqRztpg2S5
115,"Bam Bam Twist (feat. Gow Tribe, Frenetik&Orang3)","Achille Lauro",59101,https://open.spotify.com/track/5i12eplaUT5pPE5iC6B2FZ
116,CON(TORTA)...,Enula,59095,https://open.spotify.com/track/5yg9uLwtYJAjaMCjQmzLSi
117,"Una volta ancora (feat. Ana Mena)","Fred De Palma",58944,https://open.spotify.com/track/6swHvavSroD4ur3Q18MjYz
118,CORALINE,Måneskin,58846,https://open.spotify.com/track/7HMz8o0m7ASQ3ImFPfhWTY
119,"Denim Giappo (feat. Luchè)","Guè Pequeno",58697,https://open.spotify.com/track/62UFqGkqbTGr5n3ho5QF0n
120,"Mantieni il bacio","Michele Bravi",58455,https://open.spotify.com/track/291ozGPjR0HnVyKZOgkPGG
121,"TOP BOY ⨳ (con GEOLIER)",MACE,58262,https://open.spotify.com/track/6sCcJIxOPP7GIKFGzDnYDu
122,Simone,Franco126,57839,https://open.spotify.com/track/7hDFo4BfNpOcKZrAV2mZaa
123,Karaoke,Boomdabash,57266,https://open.spotify.com/track/0D4GpOPInKiPxEfQMchu4p
124,"AIRFORCE (feat. Madame)","Massimo Pericolo",57248,https://open.spotify.com/track/4MTlIhliwFJnTfbEoctDyB
125,"Paloma (feat. Anitta)","Fred De Palma",56978,https://open.spotify.com/track/0HFkCSXRTUHCYJ148PdD0v
126,"Je ne sais pas (feat. Sfera Ebbasta)","Lous and The Yakuza",56592,https://open.spotify.com/track/0AGOXOfcDIRXwZtny26RDd
127,Whoopty,CJ,56361,https://open.spotify.com/track/1t9WgS8FN0534tLBRwbaxO
128,"Bottiglie Privè","Sfera Ebbasta",55790,https://open.spotify.com/track/7kPAFMdW9WwDyz5BzntfJr
129,"Hollywood (feat. Diplo)","Sfera Ebbasta",55737,https://open.spotify.com/track/0WXU7I74NEN1DMLIT406Wx
130,"drivers license","Olivia Rodrigo",55578,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
131,"Nessun Perché",Franco126,55509,https://open.spotify.com/track/6tBoWPVR7kDJBW5h8Py85H
132,"Good Times",Ghali,54970,https://open.spotify.com/track/3vgclHni3T3qu7ZXz8idsk
133,"Another Love","Tom Odell",54905,https://open.spotify.com/track/7jtQIBanIiJOMS6RyCx6jZ
134,CO$¥MON€¥,"Guè Pequeno",54820,https://open.spotify.com/track/4aHu4XrcUdqfm3o3jRhjzI
135,"SPLASH (feat. Enzo Dong)","MV Killa",54688,https://open.spotify.com/track/0CjTQ01ADXx3BMO07LxpKx
136,"Pasticche (feat. Capo Plaza)",VillaBanks,54678,https://open.spotify.com/track/7KnC2wSD0I5Fju3A7qCFX8
137,"Accidenti a te",Franco126,54389,https://open.spotify.com/track/3KZAUKhtnux7Gbyf8l5Q43
138,"Per sentirmi vivo",Fasma,53823,https://open.spotify.com/track/20v9X8TV0AgwNGFT71OX3w
139,"Spigoli (feat. Mara Sattei & tha Supreme)","Carl Brave",53777,https://open.spotify.com/track/5YPKiDLejR1JhnX6w2lhro
140,"Aggio Perzo 'o Suonno (feat. Coez, prod. TY1)",Neffa,53660,https://open.spotify.com/track/3IJHDzxMhlF4SvnlgSH2an
141,"Vestito a fiori",Franco126,53088,https://open.spotify.com/track/5Gd9YMFU46U7P2cbeALYug
142,ORA,AIELLO,52985,https://open.spotify.com/track/0fd2YGd23e7oC9mAHQIH2t
143,"Goosebumps - Remix","Travis Scott",52663,https://open.spotify.com/track/5uEYRdEIh9Bo4fpjDd4Na9
144,Fiel,"Los Legendarios",52399,https://open.spotify.com/track/7Bk0uXKk1uPT0XuQbpFzvs
145,"Bella Storia",Fedez,52227,https://open.spotify.com/track/0824Kyozhv4yBbM86aBFCG
146,"Ancora in due",Deddy,51971,https://open.spotify.com/track/3ZIAMaGW5wqTWd70DSnjAd
147,"Wasted Love (feat. Lagique)",Ofenbach,51926,https://open.spotify.com/track/2pPO9YecZimmuVQfIzfV6U
148,Arcade,"Duncan Laurence",51772,https://open.spotify.com/track/1J14CdDAvBTE1AJYUOwl6C
149,"22 settembre",Ultimo,51606,https://open.spotify.com/track/15RRpHBNzv0gvjIry4jyOs
150,MIA,Lortex,51368,https://open.spotify.com/track/1SIl1FBbHmGa4PmJu5q6Lm
151,"We're Good","Dua Lipa",50532,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
152,RAPSTAR,"Polo G",50249,https://open.spotify.com/track/43PGPuHIlVOc04jrZVh9L6
153,"Fast Life (feat. North of Loreto)","Guè Pequeno",50219,https://open.spotify.com/track/7BIwZhfGXTup9z9U7hbhVH
154,"Kiss Me More (feat. SZA)","Doja Cat",49947,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
155,"Head Shoulders Knees & Toes (feat. Norma Jean Martine)",Ofenbach,49881,https://open.spotify.com/track/6i7zAdNhzUN2k1HcrBxPHG
156,"Don't Worry",Boomdabash,49080,https://open.spotify.com/track/3Bd5A7Yxg4zxFeiKiYlMId
157,Crepe,Irama,48664,https://open.spotify.com/track/6L671UzJPyAzbHEhaNhDUJ
158,"Mama (feat. Nitro)",Gemitaiz,48072,https://open.spotify.com/track/1ws9IBGum9LLNEdSVNO2pH
159,"CRUDELIA - I nervi",Marracash,47735,https://open.spotify.com/track/5dsz7MTrNdN9aMTrnp7sOG
160,"Fiori di Chernobyl",Mr.Rain,47516,https://open.spotify.com/track/4Gh924DaL7ydxltm2cfoOT
161,Concedimi,"Matteo Romano",47127,https://open.spotify.com/track/0pFjYM7JdNJhjuooMgesks
162,Lovefool,twocolors,46727,https://open.spotify.com/track/51Of5p3lKZeOg6itfs4og4
163,CASA,"Neima Ezza",46532,https://open.spotify.com/track/4YhH8TVZAe2AUaz2oigGeQ
164,"Someone You Loved","Lewis Capaldi",46394,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
165,"Piccola Stella",Ultimo,46140,https://open.spotify.com/track/6sLBJkMyZIkGevtpYgeotT
166,"Watermelon Sugar","Harry Styles",46012,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
167,"IL CIELO NELLA STANZA (feat. NSTASIA)",Salmo,45908,https://open.spotify.com/track/2fkVZYFv9hOejIsLzZy8ad
168,"Ladri di sogni",Franco126,45641,https://open.spotify.com/track/7sEzy02pdIU7OVFPeI5TMZ
169,"SaN LoREnZo (feat. Annalisa) - prod. Yanomi",Alfa,45565,https://open.spotify.com/track/0sTiM4EWUkJe1em8SZCs8t
170,Ricordami,"Tommaso Paradiso",45555,https://open.spotify.com/track/6Vw7SyOg1BcWvGpyPzWgEa
171,"ORO (feat. Mecna)","Tredici Pietro",45388,https://open.spotify.com/track/3vth4uMz2xpFEJOrttziH6
172,"Non mi basta più (feat. Chiara Ferragni)","Baby K",45322,https://open.spotify.com/track/5ZUeBvBEH8hpdLMW3yCmHb
173,"britney ;-)","Rosa Chemical",44578,https://open.spotify.com/track/2RgAMmdwlARv8l0PaiswE4
174,"Calling My Phone","Lil Tjay",44492,https://open.spotify.com/track/3J8EOeKLTLXORtWPpOU5bE
175,"Vita Veloce Freestyle","Guè Pequeno",44344,https://open.spotify.com/track/5cHF8n70bUEKBLRsUbDdgf
176,"Me & My B","Guè Pequeno",44080,https://open.spotify.com/track/68vom3bFBcSzohVB8AjexB
177,goosebumps,"Travis Scott",44010,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
178,Magia,"Alvaro Soler",43802,https://open.spotify.com/track/3KJ1QkwWObfuq54pgwTRyW
179,Dynamite,BTS,43742,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
180,"Tik Tok RMX (feat. Marracash, Guè Pequeno, Paky & Geolier)","Sfera Ebbasta",43567,https://open.spotify.com/track/3aR6Qx69ITNryZQ8tJit8z
181,"Fuori di testa",Tancredi,43553,https://open.spotify.com/track/2boBKWK7Gv9NtW0TA8Atcs
182,"Te lo prometto","Il Tre",43550,https://open.spotify.com/track/54XyhRMNYql10BhZEjVd6P
183,"I WANNA BE YOUR SLAVE",Måneskin,43348,https://open.spotify.com/track/4pt5fDVTg5GhEvEtlz9dKk
184,BABY,Madame,43328,https://open.spotify.com/track/1u9rQKyAGfshCbVCBZGdM3
185,"Pezzo Di Cuore (con Alessandra Amoroso)",Emma,43060,https://open.spotify.com/track/0BNaXcSSUeuARA4W8iB18E
186,"Cosa ci direbbe","Fast Animals and Slow Kids",43059,https://open.spotify.com/track/5ePKiJ7MHkea0AW01Hi4zb
187,Shallow,"Lady Gaga",42978,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
188,"Bimbi Per Strada (Children)",Fedez,42783,https://open.spotify.com/track/6KF78W66DcQ9m5YqR0r5Ig
189,"BUONANOTTE ❈ (con NOYZ NARCOS, FRANCO126 & SIDE BABY)",MACE,42369,https://open.spotify.com/track/70im6fWHD1m7VQve5I6Yim
190,Autostop,Shade,42260,https://open.spotify.com/track/5ZgeeXOHGYUn0K3kuICyw9
191,"ROCKSTAR (feat. Roddy Ricch)",DaBaby,42029,https://open.spotify.com/track/7ytR5pFWmSjzHJIeQkgog4
192,"CAZZO CULO (feat. Salmo)","Massimo Pericolo",41956,https://open.spotify.com/track/20t66ReqDDum1dvDSlpZzk
193,"blun7 a swishland","tha Supreme",41894,https://open.spotify.com/track/7HwvPmK74MBRDhCIyMXReP
194,"Lieto fine",Franco126,41696,https://open.spotify.com/track/4Yh3MuIdwVYbFr00TbOaA5
195,"Dove e quando","Benji & Fede",41537,https://open.spotify.com/track/5XM7tx8ovQ9UrYqUowW1AK
196,"Lemonade (feat. Gunna, Don Toliver & NAV)","Internet Money",41431,https://open.spotify.com/track/7hxHWCCAIIxFLCzvDgnQHX
197,Up,"Cardi B",41390,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
198,Rasputin,Majestic,41205,https://open.spotify.com/track/0b18g3G5spr4ZCkz7Y6Q0Q
199,"La Scelta",Caparezza,41186,https://open.spotify.com/track/0UFpPgXFcdJAoMlquv63Fh
200,"Demonio (feat. Sfera Ebbasta)","Capo Plaza",41059,https://open.spotify.com/track/6jawrhd9Ad5td8mIvEZkjm
