,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
112,"Bella Ciao - Música Original de la Serie la Casa de Papel/ Money Heist","Manu Pilas",3913,https://open.spotify.com/track/3lWzVNe1yFZlkeBBzUuZYu
113,"Can't Hold Us - feat. Ray Dalton","Macklemore & Ryan Lewis",3911,https://open.spotify.com/track/3bidbhpOYeV4knp8AIu8Xn
114,"Tick Tock (feat. 24kGoldn)","Clean Bandit",3906,https://open.spotify.com/track/27u7t9d7ZQoyjsCROHuZJ3
115,Dynamite,BTS,3896,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
116,"Break My Heart","Dua Lipa",3896,https://open.spotify.com/track/017PF4Q3l4DBUiWoXk4OWT
117,Füttyös,Majka,3818,https://open.spotify.com/track/6bsERSsjVL4Cpt0e2t77Vx
118,"Gazdag vagy szegény","Halott Pénz",3817,https://open.spotify.com/track/4p6vTD3bqIczgi5aSNxOJs
119,Visszajövök,"Bagossy Brothers Company",3817,https://open.spotify.com/track/42V0jIlnJ6PQPR51GMRmiZ
120,"Floating Through Space",Sia,3800,https://open.spotify.com/track/0XwSUpdrF7nR7hVxbDs7mb
121,"Midnight Sky","Miley Cyrus",3790,https://open.spotify.com/track/4i2qxFEVVUi8yOYoxB8TCX
122,"The Box","Roddy Ricch",3784,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
123,Hazudtál,KKevin,3747,https://open.spotify.com/track/7ka5vNj20Yi16uiZ06SqNi
124,goosebumps,"Travis Scott",3741,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
125,positions,"Ariana Grande",3708,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
126,"A holnap küszöbén","Follow The Flow",3690,https://open.spotify.com/track/3oCLp8UO1RdZC4EYxgVu3v
127,"The Real Slim Shady",Eminem,3680,https://open.spotify.com/track/3yfqSUWxFvZELEM4PmlwIR
128,"HIGHEST IN THE ROOM","Travis Scott",3677,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
129,"12 hónap",Rico,3662,https://open.spotify.com/track/6OBxGjEbNogj6SB0VjTJX7
130,"i miss u (with Au/Ra)","Jax Jones",3643,https://open.spotify.com/track/7CH8J4ulT49UfZwSDSkSZA
131,"bad guy","Billie Eilish",3636,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m
132,"Godzilla (feat. Juice WRLD)",Eminem,3634,https://open.spotify.com/track/7FIWs0pqAYbP91WWM0vlTQ
133,"Before You Go","Lewis Capaldi",3595,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
134,"Lifestyle (feat. Adam Levine)","Jason Derulo",3590,https://open.spotify.com/track/0osvOdeD3YXZiWkT8MKolJ
135,"Memories (feat. Kid Cudi)","David Guetta",3587,https://open.spotify.com/track/0Xh6R6XLoTDRBYriQRgkHj
136,"Beautiful Madness","Michael Patrick Kelly",3548,https://open.spotify.com/track/4tfLFDGypUWad5AT6772If
137,"Maradok távol","Follow The Flow",3526,https://open.spotify.com/track/14b5S9m1tvXKEiSWAdw62r
138,"Don't Call Me Up",Mabel,3513,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8
139,Señorita,"Shawn Mendes",3509,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
140,"Blood // Water",grandson,3495,https://open.spotify.com/track/0AUyNF6iFxMNQsNx2nhtrw
141,"WAP (feat. Megan Thee Stallion)","Cardi B",3488,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
142,"The Nights",Avicii,3476,https://open.spotify.com/track/0ct6r3EGTcMLPtrXHDvVjc
143,Dior,"Pop Smoke",3411,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
144,"Who's Laughing Now","Ava Max",3393,https://open.spotify.com/track/1Pmp486RrLRkaEkE3HFHXP
145,"Lucid Dreams","Juice WRLD",3386,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
146,"Wellerman - Sea Shanty","Nathan Evans",3349,https://open.spotify.com/track/54OBgO0Xwu20Jak9TMXbR7
147,"Without Me",Eminem,3319,https://open.spotify.com/track/7lQ8MOhq6IN2w8EYcFNSUk
148,Believer,"Imagine Dragons",3313,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
149,Youngblood,"5 Seconds of Summer",3305,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
150,"Elbaszom a pénzem",VALMAR,3292,https://open.spotify.com/track/6VJkKWgYfVYloUe5XKUzFa
151,"Rain On Me (with Ariana Grande)","Lady Gaga",3254,https://open.spotify.com/track/7ju97lgwC2rKQ6wwsf9no9
152,"Bubblegum Bitch",MARINA,3250,https://open.spotify.com/track/1yOL7ZiXGx5ULeLoktAUAg
153,"Do I Wanna Know?","Arctic Monkeys",3247,https://open.spotify.com/track/3rq5w4bQGigXOfdN30ATJt
154,Shallow,"Lady Gaga",3247,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
155,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",3234,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
156,"Cupid's Chokehold / Breakfast in America","Gym Class Heroes",3230,https://open.spotify.com/track/2Lhdl74nwwVGOE2Gv35QuK
157,Robbery,"Juice WRLD",3225,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
158,"Gangsta's Paradise",Coolio,3220,https://open.spotify.com/track/7lQWRAjyhTpCWFC0jmclT4
159,"Martin & Gina","Polo G",3218,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
160,"Sweet but Psycho","Ava Max",3148,https://open.spotify.com/track/7DnAm9FOTWE3cUvso43HhI
161,"Fiatal bajnokok","Bruno X Spacc",3119,https://open.spotify.com/track/63ANDuFpcX21uUiiTGPD95
162,Secrets,Regard,3111,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg
163,"Wake Me Up",Avicii,3085,https://open.spotify.com/track/0nrRP2bk19rLc0orkWPQk2
164,"Baila Conmigo (with Rauw Alejandro)","Selena Gomez",3073,https://open.spotify.com/track/079Ey5uxL04AKPQgVQwx5h
165,"Rise Up (feat. Vamero)",VINAI,3050,https://open.spotify.com/track/46lyJh9GYmWsHez3EsvmAx
166,"Love Again (feat. Alida)",Alok,3049,https://open.spotify.com/track/63bWXWGcWnRQvdS8bJWdkB
167,"More Than You Know","Axwell /\ Ingrosso",3044,https://open.spotify.com/track/6h5PAsRni4IRlxWr6uDPTP
168,Falling,"Trevor Daniel",3044,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
169,"Never Let Me Down",VIZE,3020,https://open.spotify.com/track/5TGcyccg8Hkgn9jB7gUpMN
170,"Close Your Eyes","Felix Jaehn",3015,https://open.spotify.com/track/7N06jo3EnV792VFaG8vuW6
171,Diamonds,"Sam Smith",3007,https://open.spotify.com/track/1hJIbOjWpid6LtnozHmzRS
172,"What You Know Bout Love","Pop Smoke",3004,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
173,"Be Kind (with Halsey)",Marshmello,2993,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
174,"Az Orosz Vakcina",Strongi,2986,https://open.spotify.com/track/2YPE03xLUiP5TdUr8n3V39
175,"Cover Me In Sunshine",P!nk,2983,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
176,"Higher Love",Kygo,2967,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
177,"OUT WEST (feat. Young Thug)",JACKBOYS,2951,https://open.spotify.com/track/6gi6y1xwmVszDWkUqab1qw
178,"Lonely (with benny blanco)","Justin Bieber",2946,https://open.spotify.com/track/3S8jK1mGzQi24ilFb45DAZ
179,"Stressed Out","Twenty One Pilots",2942,https://open.spotify.com/track/3CRDbSIZ4r5MsZ0YwxuEkn
180,"Take Me To Church",Hozier,2935,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
181,Utálnak,"T. Danny",2919,https://open.spotify.com/track/5QDXm4QGXicZKJj3kMM3mw
182,"Lesz, ahogy lesz","Rúzsa Magdolna",2908,https://open.spotify.com/track/12oEsoPaXqiq7X6BgUxCvT
183,Anyone,"Justin Bieber",2895,https://open.spotify.com/track/2WnAKZefdRHxtBEkRjFOHC
184,"Fallin’ (Adrenaline)","Why Don't We",2888,https://open.spotify.com/track/6nfqlFOMiWthaOEa53uU0v
185,"Így Hagysz El","ByeAlex és a Slepp",2886,https://open.spotify.com/track/7hsY0NdK461LRIJpWPn6sk
186,"Big (feat. Gunna)","Rita Ora",2885,https://open.spotify.com/track/0BjfodYJYki5xbxHJZe0Cf
187,"Gimme More","Britney Spears",2857,https://open.spotify.com/track/6ic8OlLUNEATToEFU3xmaH
188,"Fly Away","Tones And I",2857,https://open.spotify.com/track/5ri4zqtWhG07hIuNNDWP76
189,"Another One Bites The Dust - Remastered 2011",Queen,2848,https://open.spotify.com/track/5vdp5UmvTsnMEMESIF2Ym7
190,Riptide,"Vance Joy",2840,https://open.spotify.com/track/7yq4Qj7cqayVTp3FF9CWbm
191,Hollywood,"LA Vision",2823,https://open.spotify.com/track/1XdMp6v9Q3N80WnKSbGfl4
192,"Where The Lights Are Low","Toby Romeo",2822,https://open.spotify.com/track/0Cnb8XdGDMHAmIRBUJMkIS
193,"Danza Kuduro","Don Omar",2803,https://open.spotify.com/track/2a1o6ZejUi8U3wzzOtCOYw
194,"Slumber Party (feat. Princess Nokia)",Ashnikko,2803,https://open.spotify.com/track/11ZulcYY4lowvcQm4oe3VJ
195,"SICKO MODE","Travis Scott",2792,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
196,Memories,"Maroon 5",2786,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
197,"In the End","Linkin Park",2785,https://open.spotify.com/track/60a0Rd6pjrkxjPbaKzXjfq
198,"Lasting Lover",Sigala,2777,https://open.spotify.com/track/0DmAvNCAK08oCi7miSZUIY
199,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow",2771,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
200,"Counting Stars",OneRepublic,2770,https://open.spotify.com/track/2tpWsVSb9UEmDRxAl1zhX1
