,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
59,"La Forma en Que Me Miras","Super Yei",2045,https://open.spotify.com/track/57Ba26w9eoXx8BBUNgRNLV
60,Safaera,"Bad Bunny",1992,https://open.spotify.com/track/2DEZmgHKAvm41k4J3R2E9Y
61,PROBLEMA,"Daddy Yankee",1976,https://open.spotify.com/track/2dl5K2ScW7jYhAhuem06cm
62,Vete,"Bad Bunny",1963,https://open.spotify.com/track/2n7ohqg1s68ToAHh4u9mcW
63,"Vida de Rico",Camilo,1958,https://open.spotify.com/track/4nTduFjaTmGysc9WKNuCcs
64,"Leave The Door Open","Bruno Mars",1949,https://open.spotify.com/track/7MAibcTli4IisCtbHKrGMh
65,"Don't Start Now","Dua Lipa",1947,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
66,"Se Me Olvidó","Christian Nodal",1931,https://open.spotify.com/track/7paFC3FEu1WtPVP4Do6VZN
67,Ignorantes,"Bad Bunny",1880,https://open.spotify.com/track/38RIEav39FGi86jppxO0du
68,"Fan de Tus Fotos","Nicky Jam",1880,https://open.spotify.com/track/1mauYRwbpoGQX6itP2FAJC
69,"No Te Contaron Mal","Christian Nodal",1879,https://open.spotify.com/track/7hbk4BaF66O09R1gq0bKwj
70,Despeinada,Ozuna,1834,https://open.spotify.com/track/0JAZWvvqttGFm4UMDsPQXC
71,"La Incondicional","Luis Miguel",1779,https://open.spotify.com/track/6F9yAYUaNbUhdlQyt5uZ3b
72,"Ahora Te Puedes Marchar","Luis Miguel",1750,https://open.spotify.com/track/1uKjQoh8JZj9ryuYRhpd7E
73,"Heartbreak Anniversary",Giveon,1734,https://open.spotify.com/track/3FAJ6O0NOHQV8Mc5Ri6ENp
74,"Se Te Nota (with Guaynaa)","Lele Pons",1712,https://open.spotify.com/track/11EnQRgRMJwMAesfkB5pnu
75,"Nace Un Borracho","Christian Nodal",1710,https://open.spotify.com/track/6SnO4yCCYtz2rffMpEAlro
76,"Astronaut In The Ocean","Masked Wolf",1696,https://open.spotify.com/track/3VT8hOC5vuDXBsHrR53WFh
77,"La Difícil","Bad Bunny",1646,https://open.spotify.com/track/6NfrH0ANGmgBXyxgV2PeXt
78,"PIN PIN","Myke Towers",1613,https://open.spotify.com/track/51tMYALx6Lkrte41DoWIPq
79,"Yo Perreo Sola","Bad Bunny",1611,https://open.spotify.com/track/0SqqAgdovOE24BzxIClpjw
80,"Una Vez","Bad Bunny",1596,https://open.spotify.com/track/5J7teKIJGtqVypgYI6sqXj
81,Rojo,"J Balvin",1595,https://open.spotify.com/track/380HmhwTE2NJgawn1NwkXi
82,"MÍRENME AHORA","Myke Towers",1595,https://open.spotify.com/track/1QigNNcv8c5X2iL294bZev
83,Explícito,"Myke Towers",1592,https://open.spotify.com/track/6qraVL4IJaIj0IuEexYJNa
84,"Watermelon Sugar","Harry Styles",1575,https://open.spotify.com/track/6UelLqGlWMcVH1E5c4H7lY
85,Azul,"J Balvin",1571,https://open.spotify.com/track/2lCkncy6bIB0LTMT7kvrD1
86,Diosa,"Myke Towers",1570,https://open.spotify.com/track/3JHpk0DOTOzyh0777JFAky
87,Bichiyal,"Bad Bunny",1566,https://open.spotify.com/track/4j4w4CXm6BSr0s25wAWrrX
88,Jangueo,"Alex Rose",1563,https://open.spotify.com/track/1bRpSCFv6P2OUhciByeRYR
89,Tusa,"KAROL G",1553,https://open.spotify.com/track/0dKg2vGC1hFqcK5LGTaKzX
90,Procura,"ChiChi Peralta",1543,https://open.spotify.com/track/2q9udNV9NK0BL3q9p6TLxf
91,"La Curiosidad (feat. Dj Nelson, Jhay Cortez, Lunay & Kendo Kaponi) - Blue Grand Prix Remix","Jay Wheeler",1530,https://open.spotify.com/track/7LE1K0lZyRFZjSlrnm7lfD
92,Jeans,"Justin Quiles",1527,https://open.spotify.com/track/3GtnId3Cm1Xa6joCj08nzW
93,Dynamite,BTS,1515,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
94,"Travesuras - Remix","Nio Garcia",1496,https://open.spotify.com/track/0VWLId2RwPCno9s1cJm2Vy
95,Runaway,AURORA,1484,https://open.spotify.com/track/1v1oIWf2Xgh54kIWuKsDf6
96,"Te Vi","Piso 21",1482,https://open.spotify.com/track/059bcIhyc2SBwm6sw2AZzd
97,Polvo,"Nicky Jam",1472,https://open.spotify.com/track/68mrW6gXHgupgSiDHgaDi5
98,Caramelo,Ozuna,1464,https://open.spotify.com/track/5Jm4w8jmPEBTLjI9vH4fXo
99,"drivers license","Olivia Rodrigo",1421,https://open.spotify.com/track/7lPN2DXiMsVn7XUKtOW1CS
100,"Hola - Remix",Dalex,1419,https://open.spotify.com/track/5stPVcRqb4qixbafP9e8lt
101,"La Mitad",Camilo,1388,https://open.spotify.com/track/63Zaf8Rci6eOUPqDQ4fUFx
102,"Ropa Cara",Camilo,1387,https://open.spotify.com/track/2zY1iTaEgs8ROkkWtWLe7l
103,"EL PONY","Daddy Yankee",1383,https://open.spotify.com/track/3ymdUMzgylwrSfpxdlCUWV
104,"Quiéreme Mientras Se Pueda","Manuel Turizo",1383,https://open.spotify.com/track/1WH3iquIQXnSPwUzlROT8R
105,"Kiss Me More (feat. SZA)","Doja Cat",1372,https://open.spotify.com/track/748mdHapucXQri7IAO8yFK
106,Favorito,Camilo,1370,https://open.spotify.com/track/0jT8Nl0shPS8115is0wD2Q
107,Levitating,"Dua Lipa",1368,https://open.spotify.com/track/39LLxExYz6ewLAcYrzQQyP
108,"Además de Mí - Remix",Rusherking,1363,https://open.spotify.com/track/7I8L3vYCLThw2FDrE6LuzE
109,"Hasta Que Dios Diga","Anuel AA",1352,https://open.spotify.com/track/06s3QtMJVXw1AJX3UfvZG1
110,"Más De La Una","Piso 21",1347,https://open.spotify.com/track/00szcRmgqJGtqrfIUYkM1h
111,"YO VISTO ASÍ","Bad Bunny",1335,https://open.spotify.com/track/5fROvzNghPid8mbKNDYvpJ
112,"Agua de Jamaica",Maluma,1331,https://open.spotify.com/track/41BzKiCrKpUQHS3TP0jmdr
113,Up,"Cardi B",1325,https://open.spotify.com/track/1M4OcYkxAtu3ErzSgDEfoi
114,"Me Rehúso","Danny Ocean",1323,https://open.spotify.com/track/6ifUES3keWjwXgae8pXI3o
115,Caraluna,Bacilos,1319,https://open.spotify.com/track/7DhYjNLksXZhbRQeheAums
116,"Otra Noche Sin Ti","J Balvin",1316,https://open.spotify.com/track/2CdTLdDjwZdVcm0bresVWx
117,Millones,Camilo,1309,https://open.spotify.com/track/3YAnNBdk0uHyakXXzMbNJq
118,"Me La Avente","Carin Leon",1309,https://open.spotify.com/track/2QwMXe5zbqymDZGYsMDVqZ
119,"Mood (feat. iann dior)",24kGoldn,1297,https://open.spotify.com/track/4jPy3l0RUwlUI9T5XHBW2m
120,"Otra Noche en Miami","Bad Bunny",1287,https://open.spotify.com/track/4vCAzANUWDE24URV6wQ4ra
121,"Yo Ya No Vuelvo Contigo - En Vivo","Lenin Ramírez",1268,https://open.spotify.com/track/1s59X35jDULAyOGmBuTAnd
122,Fantasias,"Rauw Alejandro",1251,https://open.spotify.com/track/6mAN61JH0dzyZpWslS11jy
123,"Culpable O No - Miénteme Como Siempre","Luis Miguel",1247,https://open.spotify.com/track/7BwxbmYFy0l3ROHDjV2c14
124,"CANCIÓN CON YANDEL",Yandel,1245,https://open.spotify.com/track/3pm4XtcsRIFFtH2UErk62R
125,"Sigues Con El","Dímelo Flow",1244,https://open.spotify.com/track/7sQKy5vlPQllr0k9IjYJv3
126,Probablemente,"Christian Nodal",1235,https://open.spotify.com/track/4prmUBle7TtAeeUgCnsc3Z
127,"Si Se Da - Remix","Myke Towers",1224,https://open.spotify.com/track/6K5BsR04ijf3FHNzjbaagD
128,"Toda Remix - Remix","Alex Rose",1213,https://open.spotify.com/track/47ZS1OjnJpJVfGN9yHXfMn
129,512,Mora,1211,https://open.spotify.com/track/5jzEwSyyymBlf1fa1o39T2
130,BURBERRY,"Myke Towers",1209,https://open.spotify.com/track/1cH9JMgvzkOXGKPiegrBjw
131,China,"Anuel AA",1200,https://open.spotify.com/track/0KkIkfsLEJbrcIhYsCL7L5
132,"Soltera - Remix",Lunay,1195,https://open.spotify.com/track/4t9a07PAghtQMRAIP9FQ7Z
133,"Lamento Boliviano","Los Enanitos Verdes",1193,https://open.spotify.com/track/6Pur3hWy6Nzc27ilmsp5HA
134,"Canción Bonita","Carlos Vives",1188,https://open.spotify.com/track/5iF33sXejXwfTuidVHMll0
135,"HOY COBRÉ","Bad Bunny",1184,https://open.spotify.com/track/0tjZv2hChdHZCW1zFXpy1J
136,"Fuentes de Ortiz","Ed Maverick",1183,https://open.spotify.com/track/0akyEssGRVHstqCSWXusJL
137,Streets,"Doja Cat",1174,https://open.spotify.com/track/60ynsPSSKe6O3sfwRnIBRf
138,Tú,"Carin Leon",1174,https://open.spotify.com/track/1nLs8r6K4YN0avBwUmmTnr
139,"QUE PRETENDES","J Balvin",1168,https://open.spotify.com/track/25ZAibhr3bdlMCLmubZDVt
140,120,"Bad Bunny",1159,https://open.spotify.com/track/3KJ3opyV29269SXkPrc19l
141,KESI,Camilo,1147,https://open.spotify.com/track/42lpuSQmnLUM1ZXJVzIVOi
142,"SORRY PAPI","Bad Bunny",1140,https://open.spotify.com/track/5jZ32WOU7sqzDYbzINwMUk
143,"Me Dediqué a Perderte","Alejandro Fernández",1140,https://open.spotify.com/track/4NUt1fcnO9aQAELBgXq3Kr
144,Believer,"Imagine Dragons",1135,https://open.spotify.com/track/0pqnGHJpmpxLKifKRmU6WP
145,"EL BARCO","KAROL G",1125,https://open.spotify.com/track/0MT6qJd7wKlWjH7tP7oWHi
146,"Algo Mágico","Rauw Alejandro",1124,https://open.spotify.com/track/7D93pJcwymzaZx8WgBo2zG
147,"Amor Tóxico","Christian Nodal",1124,https://open.spotify.com/track/5LPlvbxA6bJQHvUW12Mr22
148,"Por Debajo De La Mesa","Luis Miguel",1123,https://open.spotify.com/track/4FqfHVML025cwjfhAOFbfa
149,"El Tóxico","Grupo Firme",1122,https://open.spotify.com/track/7E9GeFGfjXw9LAI4ay6rsw
150,"GIRL LIKE ME","Black Eyed Peas",1119,https://open.spotify.com/track/2vBET2pmrQqafaS6zIaYta
151,"Adiós Amor","Christian Nodal",1118,https://open.spotify.com/track/63bmZnBN1CiJ9sA4qTEe8y
152,"deja vu","Olivia Rodrigo",1111,https://open.spotify.com/track/61KpQadow081I2AsbeLcsb
153,"Dance Monkey","Tones And I",1108,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku
154,Dile,"Don Omar",1107,https://open.spotify.com/track/69Ej1xrGjOcHvIMtMKxK0G
155,"Christian Dior","Jhay Cortez",1107,https://open.spotify.com/track/4jOBQxq4Ffd8DDrsN4wPOR
156,"Adore You","Harry Styles",1107,https://open.spotify.com/track/3jjujdWJ72nww5eGnfs2E7
157,"Del Mar",Ozuna,1106,https://open.spotify.com/track/5cpJFiNwYyWwFLH0V6B3N8
158,Relación,Sech,1103,https://open.spotify.com/track/3ZG8N7aWw2meb6UrI5ZmnZ
159,"Tu Veneno","J Balvin",1094,https://open.spotify.com/track/5KFHrrBMyGj5MhVbZMM3ts
160,"UN PESO","J Balvin",1093,https://open.spotify.com/track/7hynhxDoDpgMIV12JuVtNa
161,"La Media Vuelta","Luis Miguel",1091,https://open.spotify.com/track/1lKI9y1DL6QnYTZguVmACX
162,"Mala Costumbre","Manuel Turizo",1087,https://open.spotify.com/track/09WuqcTbf8iMRn8W4N8xBX
163,"Someone You Loved","Lewis Capaldi",1081,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf
164,AYAYAY!,"Christian Nodal",1080,https://open.spotify.com/track/7iQc2DabEtzp60faOO9EmN
165,"SR DE LOS CIELOS","Myke Towers",1075,https://open.spotify.com/track/3iug2F7ByIBMVkmLGgt3ir
166,"CUANDO ME VEN","Myke Towers",1061,https://open.spotify.com/track/0UlinN0HQMMvezbjG8Ff6U
167,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","Anuel AA",1060,https://open.spotify.com/track/5q2JbCNi4FcnglgPfxcV65
168,"El Efecto","Rauw Alejandro",1055,https://open.spotify.com/track/4SJHHpKhcuXwDsCsPqshXj
169,"Somebody That I Used To Know",Gotye,1053,https://open.spotify.com/track/1qDrWA6lyx8cLECdZE7TV7
170,"Amor en Coma","Manuel Turizo",1053,https://open.spotify.com/track/0kRU83ecI57Iw1kPTeUwK5
171,"Palabra de Hombre","El Fantasma",1051,https://open.spotify.com/track/4CLkDJ4xLqkV4Vt2vPOny1
172,"Agua (with J Balvin)",Tainy,1043,https://open.spotify.com/track/7CtbxAGq2P0jtYh6SH9DMR
173,"Take Me To Church",Hozier,1029,https://open.spotify.com/track/3dYD57lRAUcMHufyqn9GcI
174,"En Tu Cuerpo - Remix",Lyanno,1027,https://open.spotify.com/track/3dEtfTtCXWW7N8WQ9FD29z
175,"La Mejor Versión de Mi - Remix","Natti Natasha",1027,https://open.spotify.com/track/2dy3TKVDEbIeWxeIb8JWqZ
176,"Viendo el Techo","Jay Wheeler",1024,https://open.spotify.com/track/0iWxrdjwEGOrTC9AszgAJk
177,"Si Me Dices Que Sí",Reik,1022,https://open.spotify.com/track/56Ta1O7Jxxpjnc6cWdDKUo
178,"Lean (feat. Towy, Osquel, Beltito & Sammy & Falsetto)","Super Yei",1016,https://open.spotify.com/track/5DoLhdU27owX1NMrKLUbUl
179,Bonita,Jeeiph,1016,https://open.spotify.com/track/2Q7KYjCv7XaLc0KRGY9m50
180,Chivirika,"El Villanord",1012,https://open.spotify.com/track/6RaabFZyIbKpoC2Xh8XeXZ
181,"3G (feat. Jon Z, Don Chezina, Chencho Corleone & Myke Towers) - Remix",Wisin,1011,https://open.spotify.com/track/6dyUkkcyYuDiHOwIRXYOJm
182,"TE DESEO LO MEJOR","Bad Bunny",1010,https://open.spotify.com/track/23XjN1s3DZC8Q9ZwuorYY4
183,"Caramelo - Remix",Ozuna,1008,https://open.spotify.com/track/67jvGGbJmOmVonlyX3mNkV
184,Girl,"Myke Towers",1005,https://open.spotify.com/track/43NqTeL8pgBxKHPMiJKUP5
