,,,"Note that these figures are generated using a formula that protects against any artificial inflation of chart positions.",
Position,"Track Name",Artist,Streams,URL
82,Mjolo,Makhadzi,4668,https://open.spotify.com/track/4gJ0eYBnw4var0NMFiNXfq
83,Circles,"Post Malone",4651,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb
84,Shallow,"Lady Gaga",4648,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B
85,"Breaking Me",Topic,4644,https://open.spotify.com/track/3H7ihDc1dqLriiWXwsc2po
86,"For The Night (feat. Lil Baby & DaBaby)","Pop Smoke",4631,https://open.spotify.com/track/0PvFJmanyNQMseIFrU708S
87,"you broke me first","Tate McRae",4595,https://open.spotify.com/track/45bE4HXI0AwGZXfZtMp8JR
88,"Don't Start Now","Dua Lipa",4594,https://open.spotify.com/track/3PfIrDoz19wz7qK7tYeu62
89,"Lemon Pepper Freestyle (feat. Rick Ross)",Drake,4557,https://open.spotify.com/track/4FRW5Nza1Ym91BGV4nFWXI
90,"Don't Stop Believin'",Journey,4474,https://open.spotify.com/track/4bHsxqR3GMrXTxEPLuK5ue
91,"Savage Love (Laxed - Siren Beat)","Jawsh 685",4462,https://open.spotify.com/track/1xQ6trAsedVPCdbtDAmk0c
92,"What You Know Bout Love","Pop Smoke",4459,https://open.spotify.com/track/1tkg4EHVoqnhR6iFEXb60y
93,"Ina Iyeza","Zain SA",4435,https://open.spotify.com/track/2VeRkDTAwqGFKrGXQnsWEY
94,Dior,"Pop Smoke",4427,https://open.spotify.com/track/79s5XnCN4TJKTVMSmOx8Ep
95,"French Kiss","DBN Gogo",4408,https://open.spotify.com/track/6HBEHfBlEaw3xpheu3kc3b
96,"Beautiful People (feat. Khalid)","Ed Sheeran",4381,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv
97,"Holy (feat. Chance The Rapper)","Justin Bieber",4338,https://open.spotify.com/track/6Xgq7MvZiet0hVi3KaDSgJ
98,Memories,"Maroon 5",4337,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM
99,"POPSTAR (feat. Drake)","DJ Khaled",4214,https://open.spotify.com/track/6EDO9iiTtwNv6waLwa1UUq
100,"Mang' Dakiwe (feat. Leon Lee)","Dj Obza",4194,https://open.spotify.com/track/2uHImha8ZRh5gDQAsCzcle
101,"Ntyilo Ntyilo","Rethabile Khumalo",4165,https://open.spotify.com/track/6c5QMGLY5awO4CbiTpdnAX
102,"Vat 'n Bietjie","Riaan Benadé",4151,https://open.spotify.com/track/1u69vEZpvkC9eV9bv6kxm5
103,Sonop-Blom,"Bernice West",4105,https://open.spotify.com/track/5knddE6reVlRTbrR62HJEd
104,"The Whistling Man",Blaqnick,4097,https://open.spotify.com/track/1z8jxUh4zX5ieWFMn3NWG8
105,"Bella Ciao","Tyler ICU",4054,https://open.spotify.com/track/3HqTbenzCpNfL4SWO1QyHH
106,Goosebumps,HVME,4027,https://open.spotify.com/track/20McUFi8KCIVdNDLrkTDuZ
107,"Gcina Impilo Yami","DJ Cleo",4016,https://open.spotify.com/track/76yZgddXq3rF5C7wPuZ4OC
108,BED,"Joel Corry",4014,https://open.spotify.com/track/0siYMEsGrzzzlWLXK5zJfS
109,"WAP (feat. Megan Thee Stallion)","Cardi B",4006,https://open.spotify.com/track/4Oun2ylbjFKMPTiaSbbCih
110,"Summer Of '69","Bryan Adams",3982,https://open.spotify.com/track/6N1EjQjnvhOjFrF6oUmGPa
111,Uthando,"Soa Mattrix",3958,https://open.spotify.com/track/5IvqTpprgCdj6dcw588MPZ
112,"Mood Swings (feat. Lil Tjay)","Pop Smoke",3948,https://open.spotify.com/track/5rZlwNFl01HqLWBQGryKSm
113,"Say You Won't Let Go","James Arthur",3939,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
114,"Come & Go (with Marshmello)","Juice WRLD",3926,https://open.spotify.com/track/2Y0wPrPQBrGhoLn14xRYCG
115,"Before You Go","Lewis Capaldi",3919,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP
116,"Go Crazy","Chris Brown",3898,https://open.spotify.com/track/1IIKrJVP1C9N7iPtG6eOsK
117,"Ha Omorata - Vetkuk vs. Mahoota",Vetkuk,3841,https://open.spotify.com/track/4g0Nch5xEQDmY75cTaBRUk
118,positions,"Ariana Grande",3814,https://open.spotify.com/track/35mvY5S1H3J2QZyna3TFe0
119,Nonna,Appel,3791,https://open.spotify.com/track/3MF7ewY2kS9QMx3fysTD6g
120,"Squander (feat. Niniola & Sayfar) - Remix",Falz,3773,https://open.spotify.com/track/7ntM53dOW04arVYab4T9qc
121,"Lucid Dreams","Juice WRLD",3744,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR
122,"Into You (feat. Tamia) - Main Mix",Fabolous,3743,https://open.spotify.com/track/1Jm1I3APcmVz3MqPr5vfTx
123,Robbery,"Juice WRLD",3737,https://open.spotify.com/track/6Hj9jySrnFppAI0sEMCZpJ
124,"Wellerman - Sea Shanty / 220 KID x Billen Ted Remix","Nathan Evans",3711,https://open.spotify.com/track/3iw6V4LH7yPj1ESORX9RIN
125,Perfect,"Ed Sheeran",3710,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
126,"Blueberry Faygo","Lil Mosey",3700,https://open.spotify.com/track/22LAwLoDA5b4AaGSkg6bKW
127,"Sithi Sithi","Reece Madlisa",3696,https://open.spotify.com/track/1tRK9gkWkgKRb0zqM2qhMv
128,Vsop,"Mr JazziQ",3693,https://open.spotify.com/track/3xUxyWVG35EwlIlf7Z4yJe
129,"All of Me","John Legend",3671,https://open.spotify.com/track/3U4isOIWM3VvDubwSI3y7a
130,"Vuil Coke",FATMAN,3642,https://open.spotify.com/track/3tDxxrog40sqbYRN1xPTfx
131,Dynamite,BTS,3581,https://open.spotify.com/track/4saklk6nie3yiGePpBwUoc
132,"The Box","Roddy Ricch",3581,https://open.spotify.com/track/0nbXyq5TXYPCO7pr3N8S4I
133,"Chicago Freestyle (feat. Giveon)",Drake,3568,https://open.spotify.com/track/4wVOKKEHUJxHCFFNUWDn0B
134,S'bali,"Intaba Yase Dubai",3561,https://open.spotify.com/track/3iCc4j2qlTvUmsVAtjpx2H
135,"We're Good","Dua Lipa",3549,https://open.spotify.com/track/1diS6nkxMQc3wwC4G1j0bh
136,"If the World Was Ending - feat. Julia Michaels","JP Saxe",3538,https://open.spotify.com/track/2kJwzbxV2ppxnQoYw4GLBZ
137,"Sunflower - Spider-Man: Into the Spider-Verse","Post Malone",3534,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY
138,"Whats Poppin (feat. DaBaby, Tory Lanez & Lil Wayne) [Remix] - Bonus Track","Jack Harlow",3522,https://open.spotify.com/track/0ZLuW8uOXdFNWcI40C0OC2
139,"Vrystaat Vlaktes",Reën,3518,https://open.spotify.com/track/6DbTFMOQARs5TDzKsMwYpn
140,Africa,TOTO,3518,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX
141,"Life Is Good (feat. Drake)",Future,3504,https://open.spotify.com/track/1K5KBOgreBi5fkEHvg5ap3
142,"Boerepompie (feat. Snotkop)","Ricus Nel",3491,https://open.spotify.com/track/46x1zSvuhlRxGi0iQ64i65
143,Folasade,"Kabza De Small",3487,https://open.spotify.com/track/0BQ7v33K5TDbawJXUVyaR4
144,"When I See U",Fantasia,3454,https://open.spotify.com/track/4iuNZTcvT9diFySSzVsnVS
145,"lovely (with Khalid)","Billie Eilish",3438,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4
146,"No Guidance (feat. Drake)","Chris Brown",3410,https://open.spotify.com/track/6XHVuErjQ4XNm6nDPVCxVX
147,"Every Breath You Take","The Police",3398,https://open.spotify.com/track/1JSTJqkT5qHq8MDJnJbRE1
148,"Martin & Gina","Polo G",3393,https://open.spotify.com/track/1VLtjHwRWOVJiE5Py7JxoQ
149,"Like I Want You",Giveon,3365,https://open.spotify.com/track/6qBFSepqLCuh5tehehc1bd
150,Mama,Boohle,3353,https://open.spotify.com/track/3ZgAIOJFQfCNSZnFaV9e1D
151,"HIGHEST IN THE ROOM","Travis Scott",3348,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW
152,goosebumps,"Travis Scott",3346,https://open.spotify.com/track/6gBFPUFcJLzWGx4lenP6h2
153,"All Girls Are The Same","Juice WRLD",3338,https://open.spotify.com/track/4VXIryQMWpIdGgYR4TrjT1
154,"Take on Me",a-ha,3323,https://open.spotify.com/track/2WfaOiMkCvy7F5fcp2zZ8L
155,"Higher Love",Kygo,3312,https://open.spotify.com/track/1kKYjjfNYxE0YYgLa7vgVY
156,"Cover Me In Sunshine",P!nk,3283,https://open.spotify.com/track/6Tio0ZoDeSQnI7EBAqWer2
157,Body,"Russ Millions",3282,https://open.spotify.com/track/3CVb6hkMrlF7eHhXi5B3PZ
158,"Hello (feat. A Boogie Wit da Hoodie)","Pop Smoke",3272,https://open.spotify.com/track/2r6OAV3WsYtXuXjvJ1lIDi
159,Señorita,"Shawn Mendes",3268,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2
160,"Under Pressure - Remastered 2011",Queen,3226,https://open.spotify.com/track/2fuCquhmrzHpu5xcA1ci9x
161,"Therefore I Am","Billie Eilish",3217,https://open.spotify.com/track/54bFM56PmE4YLRnqpW6Tha
162,"My Head & My Heart","Ava Max",3214,https://open.spotify.com/track/1KixkQVDUHggZMU9dUobgm
163,Logan,Emtee,3213,https://open.spotify.com/track/5mhdV4sZBPbjK8EcNy2DWA
164,"Lose Somebody",Kygo,3207,https://open.spotify.com/track/1sgDyuLooyvEML4oHspNza
165,"Let Me Love You",Mario,3185,https://open.spotify.com/track/7GaFYUqP2WdR4KTPk7cXoP
166,Hardekole,"Ricus Nel",3172,https://open.spotify.com/track/61StNZ96SCYNlM5l0IGdPl
167,"Best Part (feat. Daniel Caesar)",H.E.R.,3128,https://open.spotify.com/track/4OBZT9EnhYIV17t4pGw7ig
168,"Vuur Op Die Water",Elandré,3128,https://open.spotify.com/track/2bW96CDjgaLh6E3HM1Fv8r
169,Nobody,"Malome Vector",3118,https://open.spotify.com/track/6UK501alfX7lkqdcgpfbtA
170,"Xola Moya Wam' (feat. Master KG)","Nomcebo Zikode",3118,https://open.spotify.com/track/5cvU0DOYHkzKRJAOmgYrKA
171,"Stuck On You",Giveon,3116,https://open.spotify.com/track/3LBM25IgxI9y549SiYxtSi
172,"I Wanna Dance with Somebody (Who Loves Me)","Whitney Houston",3115,https://open.spotify.com/track/2tUBqZG2AbRi7Q0BIrVrEj
173,Youngblood,"5 Seconds of Summer",3115,https://open.spotify.com/track/2iUXsYOEPhVqEBwsqP70rE
174,"No Role Modelz","J. Cole",3111,https://open.spotify.com/track/62vpWI1CHwFy7tMIcSStl8
175,"GREECE (feat. Drake)","DJ Khaled",3096,https://open.spotify.com/track/35RJhm1pEovTBwnNR0zWad
176,Ringo,"DJ Jawz",3089,https://open.spotify.com/track/1aaqdyhF0ibwMb7oWg1HQc
177,"Be Kind (with Halsey)",Marshmello,3081,https://open.spotify.com/track/3Z8FwOEN59mRMxDCtb8N0A
178,"Jocelyn Flores",XXXTENTACION,3065,https://open.spotify.com/track/7m9OqQk4RVRkw9JJdeAw96
179,"Headshot (feat. Polo G & Fivio Foreign)","Lil Tjay",3064,https://open.spotify.com/track/4eNOLmx8r2IJAVKvBBL1jv
180,"The Woo (feat. 50 Cent & Roddy Ricch)","Pop Smoke",3044,https://open.spotify.com/track/1H7KnK26kc1YyellpbINEn
181,"Dreams - 2004 Remaster","Fleetwood Mac",3029,https://open.spotify.com/track/0ofHAoxe9vBkTCp2UQIavz
182,"Lasting Lover",Sigala,3028,https://open.spotify.com/track/0DmAvNCAK08oCi7miSZUIY
183,"Run It Up (feat. Offset & Moneybagg Yo)","Lil Tjay",3021,https://open.spotify.com/track/1dg3qy5DjoJodawfOCgrTP
184,"Sure Thing",Miguel,3008,https://open.spotify.com/track/0JXXNGljqupsJaZsgSbMZV
185,"I Don't Care (with Justin Bieber)","Ed Sheeran",2999,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9
186,34+35,"Ariana Grande",2991,https://open.spotify.com/track/6Im9k8u9iIzKMrmV7BWtlF
187,Amanda,"Steve Hofmeyr",2989,https://open.spotify.com/track/1gGm0CjqDRWwaxiqJtb6GT
188,"Shape of You","Ed Sheeran",2987,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
189,SAD!,XXXTENTACION,2987,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2
190,"Talking to the Moon","Bruno Mars",2983,https://open.spotify.com/track/161DnLWsx1i3u1JT05lzqU
191,"SICKO MODE","Travis Scott",2959,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h
192,"The Hills","The Weeknd",2955,https://open.spotify.com/track/7fBv7CLKzipRk6EC6TWHOB
193,"Be Alright","Dean Lewis",2946,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy
194,"Take You Dancing","Jason Derulo",2918,https://open.spotify.com/track/59qrUpoplZxbIZxk6X0Bm3
195,"Something Just Like This","The Chainsmokers",2902,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
196,Falling,"Trevor Daniel",2884,https://open.spotify.com/track/2rRJrJEo19S2J82BDsQ3F7
197,"We Are Young",Beachbag,2859,https://open.spotify.com/track/6KhSk0XaifZje1L3n2zUUq
198,Happier,Marshmello,2858,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99
199,"death bed (coffee for your head)",Powfu,2855,https://open.spotify.com/track/7eJMfftS33KTjuF7lTsMCx
200,"Ride It",Regard,2852,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ
